,Unnamed: 0,workerId,chain,generation,level,arrayTraining,encodingCorrected,nounsUser,prepsUser,seenInTraining,Grammar_HInitial-noCE.m.Left.r.Atop,Grammar_HInitial-noCE.m.Atop.r.Left,Grammar_HInitial-noCE.m.Left.r.Under,Grammar_HInitial-noCE.m.Atop.r.Right,Grammar_HInitial-noCE.m.Right.r.Atop,Grammar_HInitial-noCE.m.Under.r.Left,Grammar_HInitial-noCE.m.Right.r.Under,Grammar_HInitial-noCE.m.Under.r.Right,Grammar_HFinal-noCE.m.Left.r.Atop,Grammar_HFinal-noCE.m.Atop.r.Left,Grammar_HFinal-noCE.m.Left.r.Under,Grammar_HFinal-noCE.m.Atop.r.Right,Grammar_HFinal-noCE.m.Right.r.Atop,Grammar_HFinal-noCE.m.Under.r.Left,Grammar_HFinal-noCE.m.Right.r.Under,Grammar_HFinal-noCE.m.Under.r.Right,Grammar_HInitial-CE.m.Left.r.Atop,Grammar_HInitial-CE.m.Atop.r.Left,Grammar_HInitial-CE.m.Left.r.Under,Grammar_HInitial-CE.m.Atop.r.Right,Grammar_HInitial-CE.m.Right.r.Atop,Grammar_HInitial-CE.m.Under.r.Left,Grammar_HInitial-CE.m.Right.r.Under,Grammar_HInitial-CE.m.Under.r.Right,Grammar_HFinal-CE.m.Left.r.Atop,Grammar_HFinal-CE.m.Atop.r.Left,Grammar_HFinal-CE.m.Left.r.Under,Grammar_HFinal-CE.m.Atop.r.Right,Grammar_HFinal-CE.m.Right.r.Atop,Grammar_HFinal-CE.m.Under.r.Left,Grammar_HFinal-CE.m.Right.r.Under,Grammar_HFinal-CE.m.Under.r.Right,Grammar_HInitial-Crossed-PreP.m.Left.r.Atop,Grammar_HInitial-Crossed-PreP.m.Atop.r.Left,Grammar_HInitial-Crossed-PreP.m.Left.r.Under,Grammar_HInitial-Crossed-PreP.m.Atop.r.Right,Grammar_HInitial-Crossed-PreP.m.Right.r.Atop,Grammar_HInitial-Crossed-PreP.m.Under.r.Left,Grammar_HInitial-Crossed-PreP.m.Right.r.Under,Grammar_HInitial-Crossed-PreP.m.Under.r.Right,Grammar_HInitial-Crossed-PostP.m.Left.r.Atop,Grammar_HInitial-Crossed-PostP.m.Atop.r.Left,Grammar_HInitial-Crossed-PostP.m.Left.r.Under,Grammar_HInitial-Crossed-PostP.m.Atop.r.Right,Grammar_HInitial-Crossed-PostP.m.Right.r.Atop,Grammar_HInitial-Crossed-PostP.m.Under.r.Left,Grammar_HInitial-Crossed-PostP.m.Right.r.Under,Grammar_HInitial-Crossed-PostP.m.Under.r.Right,Grammar_HFinal-Crossed-PreP.m.Left.r.Atop,Grammar_HFinal-Crossed-PreP.m.Atop.r.Left,Grammar_HFinal-Crossed-PreP.m.Left.r.Under,Grammar_HFinal-Crossed-PreP.m.Atop.r.Right,Grammar_HFinal-Crossed-PreP.m.Right.r.Atop,Grammar_HFinal-Crossed-PreP.m.Under.r.Left,Grammar_HFinal-Crossed-PreP.m.Right.r.Under,Grammar_HFinal-Crossed-PreP.m.Under.r.Right,Grammar_HFinal-Crossed-PostP.m.Left.r.Atop,Grammar_HFinal-Crossed-PostP.m.Atop.r.Left,Grammar_HFinal-Crossed-PostP.m.Left.r.Under,Grammar_HFinal-Crossed-PostP.m.Atop.r.Right,Grammar_HFinal-Crossed-PostP.m.Right.r.Atop,Grammar_HFinal-Crossed-PostP.m.Under.r.Left,Grammar_HFinal-Crossed-PostP.m.Right.r.Under,Grammar_HFinal-Crossed-PostP.m.Under.r.Right
1660,3579,A45,A,6,2,"[1,[[0,[2]]]]",srmrv,msvt,kr,True,srmrv,skmkv,vrmrs,vkmks,srmrv,skmkv,vrmrs,vkmks,vrmrs,vkmks,srmrv,skmkv,vrmrs,vkmks,srmrv,skmkv,smvrr,smvkk,vmsrr,vmskk,smvrr,smvkk,vmsrr,vmskk,rrvms,kkvms,rrsmv,kksmv,rrvms,kkvms,rrsmv,kksmv,rrsmv,kksmv,rrvms,kkvms,rrsmv,kksmv,rrvms,kkvms,smvrr,smvkk,vmsrr,vmskk,smvrr,smvkk,vmsrr,vmskk,rrvms,kkvms,rrsmv,kksmv,rrvms,kkvms,rrsmv,kksmv,vmsrr,vmskk,smvrr,smvkk,vmsrr,vmskk,smvrr,smvkk
1659,3578,A45,A,6,2,"[[1,3],2]",sktkv,msvt,kr,True,sktkv,sktrv,sktkv,sktrv,vktks,vrtks,vktks,vrtks,vktks,vrtks,vktks,vrtks,sktkv,sktrv,sktkv,sktrv,stvkk,stvrk,stvkk,stvrk,vtskk,vtskr,vtskk,vtskr,kkvts,krvts,kkvts,krvts,kkstv,rkstv,kkstv,rkstv,kkstv,krstv,kkstv,krstv,kkvts,rkvts,kkvts,rkvts,stvkk,stvkr,stvkk,stvkr,vtskk,vtsrk,vtskk,vtsrk,kkvts,rkvts,kkvts,rkvts,kkstv,krstv,kkstv,krstv,vtskk,vtsrk,vtskk,vtsrk,stvkk,stvkr,stvkk,stvkr
1658,3577,A45,A,6,2,"[0,[[1,[3]]]]",mrsrt,msvt,kr,True,mrsrt,mkskt,trsrm,tkskm,mrsrt,mkskt,trsrm,tkskm,trsrm,tkskm,mrsrt,mkskt,trsrm,tkskm,mrsrt,mkskt,mstrr,mstkk,tsmrr,tsmkk,mstrr,mstkk,tsmrr,tsmkk,rrtsm,kktsm,rrmst,kkmst,rrtsm,kktsm,rrmst,kkmst,rrmst,kkmst,rrtsm,kktsm,rrmst,kkmst,rrtsm,kktsm,mstrr,mstkk,tsmrr,tsmkk,mstrr,mstkk,tsmrr,tsmkk,rrtsm,kktsm,rrmst,kkmst,rrtsm,kktsm,rrmst,kkmst,tsmrr,tsmkk,mstrr,mstkk,tsmrr,tsmkk,mstrr,mstkk
1665,3584,A45,A,6,2,"[3,[[0,[0]]]]",trmrm,msvt,kr,False,trmrm,tkmkm,mrmrt,mkmkt,trmrm,tkmkm,mrmrt,mkmkt,mrmrt,mkmkt,trmrm,tkmkm,mrmrt,mkmkt,trmrm,tkmkm,tmmrr,tmmkk,mmtrr,mmtkk,tmmrr,tmmkk,mmtrr,mmtkk,rrmmt,kkmmt,rrtmm,kktmm,rrmmt,kkmmt,rrtmm,kktmm,rrtmm,kktmm,rrmmt,kkmmt,rrtmm,kktmm,rrmmt,kkmmt,tmmrr,tmmkk,mmtrr,mmtkk,tmmrr,tmmkk,mmtrr,mmtkk,rrmmt,kkmmt,rrtmm,kktmm,rrmmt,kkmmt,rrtmm,kktmm,mmtrr,mmtkk,tmmrr,tmmkk,mmtrr,mmtkk,tmmrr,tmmkk
1675,3594,A45,A,6,3,"[3,[[3,[0,[3]]]]]",trtkmrt,msvt,kr,False,trtkmrt,tktrmrt,tktrmrt,trtrmkt,trmrtkt,tkmrtrt,trmktrt,trmrtkt,trmktrt,trmrtkt,trmrtkt,tkmrtrt,tktrmrt,trtrmkt,trtkmrt,tktrmrt,ttmtrkr,ttmtrrk,ttmtrrk,ttmtkrr,tmttkrr,tmttrrk,tmttrkr,tmttkrr,rkrtmtt,krrtmtt,krrtmtt,rrktmtt,rrkttmt,krrttmt,rkrttmt,rrkttmt,rkrttmt,krrttmt,krrttmt,rrkttmt,rrktmtt,krrtmtt,rkrtmtt,rrktmtt,ttmtrkr,ttmtkrr,ttmtkrr,ttmtrrk,tmttrrk,tmttkrr,tmttrkr,tmttrrk,rkrtmtt,rrktmtt,rrktmtt,krrtmtt,krrttmt,rrkttmt,rkrttmt,krrttmt,tmttrkr,tmttrrk,tmttrrk,tmttkrr,ttmtkrr,ttmtrrk,ttmtrkr,ttmtkrr
1677,3596,A45,A,6,3,"[1,[[[0,1],[3]]]]",srmksrt,msvt,kr,False,srmksrt,skmkskt,trmksrs,tkmksks,srskmrt,skskmkt,trskmrs,tkskmks,trskmrs,tkskmks,srskmrt,skskmkt,trmksrs,tkmksks,srmksrt,skmkskt,smstrkr,smstkkk,tmssrkr,tmsskkk,ssmtrkr,ssmtkkk,tsmsrkr,tsmskkk,rkrtsms,kkktsms,rkrssmt,kkkssmt,rkrtmss,kkktmss,rkrsmst,kkksmst,rkrsmst,kkksmst,rkrtmss,kkktmss,rkrssmt,kkkssmt,rkrtsms,kkktsms,smstrkr,smstkkk,tmssrkr,tmsskkk,ssmtrkr,ssmtkkk,tsmsrkr,tsmskkk,rkrtsms,kkktsms,rkrssmt,kkkssmt,rkrtmss,kkktmss,rkrsmst,kkksmst,tsmsrkr,tsmskkk,ssmtrkr,ssmtkkk,tmssrkr,tmsskkk,smstrkr,smstkkk
1678,3597,A45,A,6,3,"[[[1,3],1],1]",sktksks,msvt,kr,False,sktksks,srtksrs,sktksks,srtksrs,sksktks,srsktrs,sksktks,srsktrs,sksktks,srsktrs,sksktks,srsktrs,sktksks,srtksrs,sktksks,srtksrs,stsskkk,stssrkr,stsskkk,stssrkr,sstskkk,sstsrkr,sstskkk,sstsrkr,kkkssts,rkrssts,kkkssts,rkrssts,kkkstss,rkrstss,kkkstss,rkrstss,kkkstss,rkrstss,kkkstss,rkrstss,kkkssts,rkrssts,kkkssts,rkrssts,stsskkk,stssrkr,stsskkk,stssrkr,sstskkk,sstsrkr,sstskkk,sstsrkr,kkkssts,rkrssts,kkkssts,rkrssts,kkkstss,rkrstss,kkkstss,rkrstss,sstskkk,sstsrkr,sstskkk,sstsrkr,stsskkk,stssrkr,stsskkk,stssrkr
1679,3598,A45,A,6,3,"[[[1,1],2],1]",skskvks,msvt,kr,False,skskvks,srskvrs,skskvks,srskvrs,skvksks,srvksrs,skvksks,srvksrs,skvksks,srvksrs,skvksks,srvksrs,skskvks,srskvrs,skskvks,srskvrs,ssvskkk,ssvsrkr,ssvskkk,ssvsrkr,svsskkk,svssrkr,svsskkk,svssrkr,kkksvss,rkrsvss,kkksvss,rkrsvss,kkkssvs,rkrssvs,kkkssvs,rkrssvs,kkkssvs,rkrssvs,kkkssvs,rkrssvs,kkksvss,rkrsvss,kkksvss,rkrsvss,ssvskkk,ssvsrkr,ssvskkk,ssvsrkr,svsskkk,svssrkr,svsskkk,svssrkr,kkksvss,rkrsvss,kkksvss,rkrsvss,kkkssvs,rkrssvs,kkkssvs,rkrssvs,svsskkk,svssrkr,svsskkk,svssrkr,ssvskkk,ssvsrkr,ssvskkk,ssvsrkr
1718,3677,A46,J,4,3,"[[[1,3],1],1]",ssssttt,ktsm,vr,False,tvmvtvt,trmvtrt,tvmvtvt,trmvtrt,tvtvmvt,trtvmrt,tvtvmvt,trtvmrt,tvtvmvt,trtvmrt,tvtvmvt,trtvmrt,tvmvtvt,trmvtrt,tvmvtvt,trmvtrt,tmttvvv,tmttrvr,tmttvvv,tmttrvr,ttmtvvv,ttmtrvr,ttmtvvv,ttmtrvr,vvvttmt,rvrttmt,vvvttmt,rvrttmt,vvvtmtt,rvrtmtt,vvvtmtt,rvrtmtt,vvvtmtt,rvrtmtt,vvvtmtt,rvrtmtt,vvvttmt,rvrttmt,vvvttmt,rvrttmt,tmttvvv,tmttrvr,tmttvvv,tmttrvr,ttmtvvv,ttmtrvr,ttmtvvv,ttmtrvr,vvvttmt,rvrttmt,vvvttmt,rvrttmt,vvvtmtt,rvrtmtt,vvvtmtt,rvrtmtt,ttmtvvv,ttmtrvr,ttmtvvv,ttmtrvr,tmttvvv,tmttrvr,tmttvvv,tmttrvr
1703,3662,A46,J,4,2,"[[1,1],[3]]",svmtr,ktsm,vr,True,tvtrm,tvtvm,mrtvt,mvtvt,tvtrm,tvtvm,mrtvt,mvtvt,mrtvt,mvtvt,tvtrm,tvtvm,mrtvt,mvtvt,tvtrm,tvtvm,ttmrv,ttmvv,mttvr,mttvv,ttmrv,ttmvv,mttvr,mttvv,vrmtt,vvmtt,rvttm,vvttm,vrmtt,vvmtt,rvttm,vvttm,vrttm,vvttm,rvmtt,vvmtt,vrttm,vvttm,rvmtt,vvmtt,ttmvr,ttmvv,mttrv,mttvv,ttmvr,ttmvv,mttrv,mttvv,rvmtt,vvmtt,vrttm,vvttm,rvmtt,vvmtt,vrttm,vvttm,mttrv,mttvv,ttmvr,ttmvv,mttrv,mttvv,ttmvr,ttmvv
1704,3663,A46,J,4,2,"[1,[2,[2]]]",sksts,ktsm,vr,False,tvsrs,trsrs,tvsrs,trsrs,srsvt,srsrt,srsvt,srsrt,srsvt,srsrt,srsvt,srsrt,tvsrs,trsrs,tvsrs,trsrs,tssrv,tssrr,tssrv,tssrr,sstvr,sstrr,sstvr,sstrr,vrsst,rrsst,vrsst,rrsst,rvtss,rrtss,rvtss,rrtss,vrtss,rrtss,vrtss,rrtss,rvsst,rrsst,rvsst,rrsst,tssvr,tssrr,tssvr,tssrr,sstrv,sstrr,sstrv,sstrr,rvsst,rrsst,rvsst,rrsst,vrtss,rrtss,vrtss,rrtss,sstrv,sstrr,sstrv,sstrr,tssvr,tssrr,tssvr,tssrr
1705,3664,A46,J,4,2,"[3,[[0,[0]]]]",svkkk,ktsm,vr,False,mrkrk,mvkvk,krkrm,kvkvm,mrkrk,mvkvk,krkrm,kvkvm,krkrm,kvkvm,mrkrk,mvkvk,krkrm,kvkvm,mrkrk,mvkvk,mkkrr,mkkvv,kkmrr,kkmvv,mkkrr,mkkvv,kkmrr,kkmvv,rrkkm,vvkkm,rrmkk,vvmkk,rrkkm,vvkkm,rrmkk,vvmkk,rrmkk,vvmkk,rrkkm,vvkkm,rrmkk,vvmkk,rrkkm,vvkkm,mkkrr,mkkvv,kkmrr,kkmvv,mkkrr,mkkvv,kkmrr,kkmvv,rrkkm,vvkkm,rrmkk,vvmkk,rrkkm,vvkkm,rrmkk,vvmkk,kkmrr,kkmvv,mkkrr,mkkvv,kkmrr,kkmvv,mkkrr,mkkvv
1706,3665,A46,J,4,2,"[[3,[3]],[2]]",vttrr,ktsm,vr,False,mrmrs,mrmvs,srmrm,svmrm,mrmrs,mrmvs,srmrm,svmrm,srmrm,svmrm,mrmrs,mrmvs,srmrm,svmrm,mrmrs,mrmvs,mmsrr,mmsvr,smmrr,smmrv,mmsrr,mmsvr,smmrr,smmrv,rrsmm,rvsmm,rrmms,vrmms,rrsmm,rvsmm,rrmms,vrmms,rrmms,rvmms,rrsmm,vrsmm,rrmms,rvmms,rrsmm,vrsmm,mmsrr,mmsrv,smmrr,smmvr,mmsrr,mmsrv,smmrr,smmvr,rrsmm,vrsmm,rrmms,rvmms,rrsmm,vrsmm,rrmms,rvmms,smmrr,smmvr,mmsrr,mmsrv,smmrr,smmvr,mmsrr,mmsrv
1707,3666,A46,J,4,2,"[1,[3,3]]",rsvmk,ktsm,vr,False,tvmvm,trmvm,tvmvm,trmvm,mvmvt,mvmrt,mvmvt,mvmrt,mvmvt,mvmrt,mvmvt,mvmrt,tvmvm,trmvm,tvmvm,trmvm,tmmvv,tmmvr,tmmvv,tmmvr,mmtvv,mmtrv,mmtvv,mmtrv,vvmmt,rvmmt,vvmmt,rvmmt,vvtmm,vrtmm,vvtmm,vrtmm,vvtmm,rvtmm,vvtmm,rvtmm,vvmmt,vrmmt,vvmmt,vrmmt,tmmvv,tmmrv,tmmvv,tmmrv,mmtvv,mmtvr,mmtvv,mmtvr,vvmmt,vrmmt,vvmmt,vrmmt,vvtmm,rvtmm,vvtmm,rvtmm,mmtvv,mmtvr,mmtvv,mmtvr,tmmvv,tmmrv,tmmvv,tmmrv
1708,3667,A46,J,4,3,"[0,[[[2,[1]],0]]]",rtmssrt,ktsm,vr,False,krsrtvk,kvsrtrk,trsvkrk,trsrkvk,krkvsrt,kvkrsrt,kvtrsrk,krtrsvk,kvtrsrk,krtrsvk,krkvsrt,kvkrsrt,trsvkrk,trsrkvk,krsrtvk,kvsrtrk,kstkvrr,kstkrrv,tskkrvr,tskkvrr,kkstrvr,kkstrrv,ktskrrv,ktskvrr,rrvktsk,vrrktsk,rvrkkst,rrvkkst,rvrtskk,vrrtskk,vrrkstk,rrvkstk,rrvkstk,vrrkstk,rvrtskk,rrvtskk,rvrkkst,vrrkkst,vrrktsk,rrvktsk,kstkrrv,kstkvrr,tskkrvr,tskkrrv,kkstrvr,kkstvrr,ktskvrr,ktskrrv,vrrktsk,rrvktsk,rvrkkst,vrrkkst,rvrtskk,rrvtskk,rrvkstk,vrrkstk,ktskvrr,ktskrrv,kkstrvr,kkstvrr,tskkrvr,tskkrrv,kstkrrv,kstkvrr
1709,3668,A46,J,4,3,"[2,[[2,[1,[3]]]]]",vvvssss,ktsm,vr,False,srsvtrm,svsrtrm,svmrtrs,srmrtvs,srtrmvs,svtrmrs,mrtvsrs,mrtrsvs,mrtvsrs,mrtrsvs,srtrmvs,svtrmrs,svmrtrs,srmrtvs,srsvtrm,svsrtrm,sstmrvr,sstmrrv,smtsrrv,smtsvrr,stmsvrr,stmsrrv,mtssrvr,mtssvrr,rvrmtss,vrrmtss,vrrstms,rrvstms,rrvsmts,vrrsmts,rvrsstm,rrvsstm,rvrsstm,vrrsstm,vrrsmts,rrvsmts,rrvstms,vrrstms,rvrmtss,rrvmtss,sstmrvr,sstmvrr,smtsvrr,smtsrrv,stmsrrv,stmsvrr,mtssrvr,mtssrrv,rvrmtss,rrvmtss,rrvstms,vrrstms,vrrsmts,rrvsmts,rvrsstm,vrrsstm,mtssrvr,mtssrrv,stmsrrv,stmsvrr,smtsvrr,smtsrrv,sstmrvr,sstmvrr
1710,3669,A46,J,4,3,"[0,[[0,1],[1]]]",kkktttt,ktsm,vr,False,kvkvtrt,krkrtrt,kvtrkvt,krtrkrt,tvkrtvk,trkrtrk,trtvkvk,trtrkrk,trtvkvk,trtrkrk,tvkrtvk,trkrtrk,kvtrkvt,krtrkrt,kvkvtrt,krkrtrt,kkttrvv,kkttrrr,ktktvrv,ktktrrr,tktkvrv,tktkrrr,ttkkvvr,ttkkrrr,vvrttkk,rrrttkk,vrvtktk,rrrtktk,vrvktkt,rrrktkt,rvvkktt,rrrkktt,vvrkktt,rrrkktt,vrvktkt,rrrktkt,vrvtktk,rrrtktk,rvvttkk,rrrttkk,kkttvvr,kkttrrr,ktktvrv,ktktrrr,tktkvrv,tktkrrr,ttkkrvv,ttkkrrr,rvvttkk,rrrttkk,vrvtktk,rrrtktk,vrvktkt,rrrktkt,vvrkktt,rrrkktt,ttkkrvv,ttkkrrr,tktkvrv,tktkrrr,ktktvrv,ktktrrr,kkttvvr,kkttrrr
1702,3661,A46,J,4,2,"[[0,[0]],1]",svmkt,ktsm,vr,True,krkvt,krkrt,krkvt,krkrt,tvkrk,trkrk,tvkrk,trkrk,tvkrk,trkrk,tvkrk,trkrk,krkvt,krkrt,krkvt,krkrt,kktvr,kktrr,kktvr,kktrr,tkkrv,tkkrr,tkkrv,tkkrr,rvtkk,rrtkk,rvtkk,rrtkk,vrkkt,rrkkt,vrkkt,rrkkt,rvkkt,rrkkt,rvkkt,rrkkt,vrtkk,rrtkk,vrtkk,rrtkk,kktrv,kktrr,kktrv,kktrr,tkkvr,tkkrr,tkkvr,tkkrr,vrtkk,rrtkk,vrtkk,rrtkk,rvkkt,rrkkt,rvkkt,rrkkt,tkkvr,tkkrr,tkkvr,tkkrr,kktrv,kktrr,kktrv,kktrr
1712,3671,A46,J,4,3,"[0,[[3,[2]],[2]]]",kmvvvss,ktsm,vr,False,kvmrsrs,krmvsrs,kvsrsrm,krsrsvm,mrsrsvk,mvsrsrk,srsrmvk,srsvmrk,srsrmvk,srsvmrk,mrsrsvk,mvsrsrk,kvsrsrm,krsrsvm,kvmrsrs,krmvsrs,kmssrrv,kmssrvr,kssmrrv,kssmvrr,msskvrr,msskrrv,ssmkvrr,ssmkrvr,vrrssmk,rvrssmk,vrrmssk,rrvmssk,rrvkssm,vrrkssm,rrvkmss,rvrkmss,vrrkmss,rvrkmss,vrrkssm,rrvkssm,rrvmssk,vrrmssk,rrvssmk,rvrssmk,kmssvrr,kmssrvr,kssmvrr,kssmrrv,msskrrv,msskvrr,ssmkrrv,ssmkrvr,rrvssmk,rvrssmk,rrvmssk,vrrmssk,vrrkssm,rrvkssm,vrrkmss,rvrkmss,ssmkrrv,ssmkrvr,msskrrv,msskvrr,kssmvrr,kssmrrv,kmssvrr,kmssrvr
1713,3672,A46,J,4,3,"[[0,[1,2]],[3]]",rtkmvsr,ktsm,vr,False,kvtvsrm,kvtrsvm,mrkvtvs,mvkvtrs,svtvkrm,srtvkvm,mrsvtvk,mvsrtvk,mrsvtvk,mvsrtvk,svtvkrm,srtvkvm,mrkvtvs,mvkvtrs,kvtvsrm,kvtrsvm,ktsmrvv,ktsmvrv,mktsvvr,mktsrvv,stkmrvv,stkmvvr,mstkvvr,mstkvrv,vvrmstk,vrvmstk,rvvstkm,vvrstkm,vvrmkts,rvvmkts,rvvktsm,vrvktsm,vvrktsm,vrvktsm,rvvmkts,vvrmkts,vvrstkm,rvvstkm,rvvmstk,vrvmstk,ktsmvvr,ktsmvrv,mktsrvv,mktsvvr,stkmvvr,stkmrvv,mstkrvv,mstkvrv,rvvmstk,vrvmstk,vvrstkm,rvvstkm,rvvmkts,vvrmkts,vvrktsm,vrvktsm,mstkrvv,mstkvrv,stkmvvr,stkmrvv,mktsrvv,mktsvvr,ktsmvvr,ktsmvrv
1714,3673,A46,J,4,3,"[[[2,[1]],[3]],[2]]",rtmvrmv,ktsm,vr,False,srtrmrs,svtrmvs,srmrtrs,svmrtvs,srtrmrs,svtrmvs,srmrtrs,svmrtvs,srmrtrs,svmrtvs,srtrmrs,svtrmvs,srmrtrs,svmrtvs,srtrmrs,svtrmvs,stmsrrr,stmsvrv,smtsrrr,smtsvrv,stmsrrr,stmsvrv,smtsrrr,smtsvrv,rrrsmts,vrvsmts,rrrstms,vrvstms,rrrsmts,vrvsmts,rrrstms,vrvstms,rrrstms,vrvstms,rrrsmts,vrvsmts,rrrstms,vrvstms,rrrsmts,vrvsmts,stmsrrr,stmsvrv,smtsrrr,smtsvrv,stmsrrr,stmsvrv,smtsrrr,smtsvrv,rrrsmts,vrvsmts,rrrstms,vrvstms,rrrsmts,vrvsmts,rrrstms,vrvstms,smtsrrr,smtsvrv,stmsrrr,stmsvrv,smtsrrr,smtsvrv,stmsrrr,stmsvrv
1715,3674,A46,J,4,3,"[3,[[3,[0,[3]]]]]",ssssskk,ktsm,vr,False,mrmvkrm,mvmrkrm,mvmrkrm,mrmrkvm,mrkrmvm,mvkrmrm,mrkvmrm,mrkrmvm,mrkvmrm,mrkrmvm,mrkrmvm,mvkrmrm,mvmrkrm,mrmrkvm,mrmvkrm,mvmrkrm,mmkmrvr,mmkmrrv,mmkmrrv,mmkmvrr,mkmmvrr,mkmmrrv,mkmmrvr,mkmmvrr,rvrmkmm,vrrmkmm,vrrmkmm,rrvmkmm,rrvmmkm,vrrmmkm,rvrmmkm,rrvmmkm,rvrmmkm,vrrmmkm,vrrmmkm,rrvmmkm,rrvmkmm,vrrmkmm,rvrmkmm,rrvmkmm,mmkmrvr,mmkmvrr,mmkmvrr,mmkmrrv,mkmmrrv,mkmmvrr,mkmmrvr,mkmmrrv,rvrmkmm,rrvmkmm,rrvmkmm,vrrmkmm,vrrmmkm,rrvmmkm,rvrmmkm,vrrmmkm,mkmmrvr,mkmmrrv,mkmmrrv,mkmmvrr,mmkmvrr,mmkmrrv,mmkmrvr,mmkmvrr
1716,3675,A46,J,4,3,"[[0,[2,[0]]],[1]]",kmtrkrv,ktsm,vr,False,kvsrkrt,kvsvkvt,trkvkrs,tvkvkvs,srkvkrt,svkvkvt,trkrsvk,tvkvsvk,trkrsvk,tvkvsvk,srkvkrt,svkvkvt,trkvkrs,tvkvkvs,kvsrkrt,kvsvkvt,ksktrrv,ksktvvv,tkksrvr,tkksvvv,skktrvr,skktvvv,tkskvrr,tkskvvv,vrrtksk,vvvtksk,rvrskkt,vvvskkt,rvrtkks,vvvtkks,rrvkskt,vvvkskt,vrrkskt,vvvkskt,rvrtkks,vvvtkks,rvrskkt,vvvskkt,rrvtksk,vvvtksk,ksktvrr,ksktvvv,tkksrvr,tkksvvv,skktrvr,skktvvv,tkskrrv,tkskvvv,rrvtksk,vvvtksk,rvrskkt,vvvskkt,rvrtkks,vvvtkks,vrrkskt,vvvkskt,tkskrrv,tkskvvv,skktrvr,skktvvv,tkksrvr,tkksvvv,ksktvrr,ksktvvv
1717,3676,A46,J,4,3,"[1,[[[0,1],[3]]]]",ttkksst,ktsm,vr,False,trkvtrm,tvkvtvm,mrkvtrt,mvkvtvt,trtvkrm,tvtvkvm,mrtvkrt,mvtvkvt,mrtvkrt,mvtvkvt,trtvkrm,tvtvkvm,mrkvtrt,mvkvtvt,trkvtrm,tvkvtvm,tktmrvr,tktmvvv,mkttrvr,mkttvvv,ttkmrvr,ttkmvvv,mtktrvr,mtktvvv,rvrmtkt,vvvmtkt,rvrttkm,vvvttkm,rvrmktt,vvvmktt,rvrtktm,vvvtktm,rvrtktm,vvvtktm,rvrmktt,vvvmktt,rvrttkm,vvvttkm,rvrmtkt,vvvmtkt,tktmrvr,tktmvvv,mkttrvr,mkttvvv,ttkmrvr,ttkmvvv,mtktrvr,mtktvvv,rvrmtkt,vvvmtkt,rvrttkm,vvvttkm,rvrmktt,vvvmktt,rvrtktm,vvvtktm,mtktrvr,mtktvvv,ttkmrvr,ttkmvvv,mkttrvr,mkttvvv,tktmrvr,tktmvvv
1719,3678,A46,J,4,3,"[[[1,1],2],1]",tttttvv,ktsm,vr,False,tvtvsvt,trtvsrt,tvtvsvt,trtvsrt,tvsvtvt,trsvtrt,tvsvtvt,trsvtrt,tvsvtvt,trsvtrt,tvsvtvt,trsvtrt,tvtvsvt,trtvsrt,tvtvsvt,trtvsrt,ttstvvv,ttstrvr,ttstvvv,ttstrvr,tsttvvv,tsttrvr,tsttvvv,tsttrvr,vvvtstt,rvrtstt,vvvtstt,rvrtstt,vvvttst,rvrttst,vvvttst,rvrttst,vvvttst,rvrttst,vvvttst,rvrttst,vvvtstt,rvrtstt,vvvtstt,rvrtstt,ttstvvv,ttstrvr,ttstvvv,ttstrvr,tsttvvv,tsttrvr,tsttvvv,tsttrvr,vvvtstt,rvrtstt,vvvtstt,rvrtstt,vvvttst,rvrttst,vvvttst,rvrttst,tsttvvv,tsttrvr,tsttvvv,tsttrvr,ttstvvv,ttstrvr,ttstvvv,ttstrvr
1711,3670,A46,J,4,3,"[3,[0,[[1,1]]]]",stttkkk,ktsm,vr,False,mvkrtvt,mrkrtvt,mvtvtrk,mrtvtrk,krtvtvm,krtvtrm,tvtrkvm,tvtrkrm,tvtrkvm,tvtrkrm,krtvtvm,krtvtrm,mvtvtrk,mrtvtrk,mvkrtvt,mrkrtvt,mkttvrv,mkttvrr,mttkrvv,mttkrvr,kttmvvr,kttmrvr,ttkmvrv,ttkmrrv,vrvttkm,rrvttkm,vvrkttm,rvrkttm,rvvmttk,rvrmttk,vrvmktt,vrrmktt,vrvmktt,rrvmktt,vvrmttk,rvrmttk,rvvkttm,rvrkttm,vrvttkm,vrrttkm,mkttvrv,mkttrrv,mttkvvr,mttkrvr,kttmrvv,kttmrvr,ttkmvrv,ttkmvrr,vrvttkm,vrrttkm,rvvkttm,rvrkttm,vvrmttk,rvrmttk,vrvmktt,rrvmktt,ttkmvrv,ttkmvrr,kttmrvv,kttmrvr,mttkvvr,mttkrvr,mkttvrv,mkttrrv
1680,3639,A46,J,4,0,0,k,ktsm,vr,True,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k
