"","workerId","gen","chain","prepM","prepR","strings","arrayTraining","time","seen","level","encodingCorrected","consonants"
"731","A26",4,"K","right","under","rae tuntul sosi","[2,[0]]",1597854163,"true","2","rts","tvsk"
"732","A26",4,"K","right","under","rae vinkin sosi","[2,[1]]",1597854170,"true","2","rvs","tvsk"
"733","A26",4,"K","right","under","moy tuntul kanka","[3,0]",1597854181,"false","2","mtk","tvsk"
"734","A26",4,"K","right","under","rae sosi vinkin","[1,[2]]",1597854187,"false","2","rsv","tvsk"
"735","A26",4,"K","right","under","moy vinkin tuntul","[0,1]",1597854193,"false","2","mvt","tvsk"
"736","A26",4,"K","right","under","rae kanka vinkin","[1,[3]]",1597854200,"false","2","rkv","tvsk"
"737","A26",4,"K","right","under","rae sosi rae kanka kanka","[[3,[3]],[2]]",1597854209,"true","3","rsrkk","tvsk"
"738","A26",4,"K","right","under","rae tuntul kanka moy sosi","[2,[3,[0]]]",1597854224,"true","3","rtkms","tvsk"
"739","A26",4,"K","right","under","rae tuntul sosi rae tuntul","[0,[[2,0]]]",1597854241,"true","3","rtsrt","tvsk"
"740","A26",4,"K","right","under","rae tuntul moy sosi kanka","[[3,2],[0]]",1597854277,"true","3","rtmsk","tvsk"
"741","A26",4,"K","right","under","rae sosi rae sosi vinkin","[[1,[2]],[2]]",1597854285,"true","3","rsrsv","tvsk"
"742","A26",4,"K","right","under","moy kanka kanka moy vinkin","[1,[3,[3]]]",1597854302,"true","3","mkkmv","tvsk"
"743","A26",4,"K","right","under","moy sosi rae sosi vinkin","[[1,[2]],2]",1597854315,"true","3","msrsv","tvsk"
"744","A26",4,"K","right","under","rae vinkin moy kanka tuntul","[[0,3],[1]]",1597854325,"true","3","rvmkt","tvsk"
"745","A26",4,"K","right","under","moy vinkin vinkin rae tuntul","[0,[[1,1]]]",1597854352,"false","3","mvvrt","tvsk"
"746","A26",4,"K","right","under","moy tuntul kanka kanka kanka","[[3,3],0]",1597854365,"false","3","mtkkk","tvsk"
"747","A26",4,"K","right","under","moy tuntul rae vinkin vinkin","[[1,[1]],0]",1597854375,"false","3","mtrvv","tvsk"
"748","A26",4,"K","right","under","moy tuntul moy sosi vinkin","[[1,2],0]",1597854383,"false","3","mtmsv","tvsk"
"749","A26",4,"K","right","under","moy kanka rae sosi moy sosi kanka","[3,[2,[2,[3]]]]",1597854398,"false","4","mkrsmsk","tvsk"
"750","A26",4,"K","right","under","rae vinkin moy sosi sosi rae vinkin","[1,[[2,[2,1]]]]",1597854423,"false","4","rvmssrv","tvsk"
"751","A26",4,"K","right","under","rae moy kanka rae kanka vinkin kanka","[[[3,1],[3]],3]",1597854443,"false","4","rmkrkvk","tvsk"
"752","A26",4,"K","right","under","rae vinkin vinkin rae kanka rae tuntul","[0,[[3,[[1,1]]]]]",1597854457,"false","4","rvvrkrt","tvsk"
"753","A26",4,"K","right","under","rae sosi moy tuntul vinkin tuntul vinkin","[[[0,1],0],[2]]",1597854483,"false","4","rsmtvtv","tvsk"
"754","A26",4,"K","right","under","rae sosi rae vinkin rae tuntul sosi","[[[2,0],1],2]",1597854495,"false","4","rsrvrts","tvsk"
"755","A26",4,"K","right","under","moy tuntul rae tuntul kanka tuntul tuntul","[0,[3,[[0,[0]]]]]",1597854513,"false","4","mtrtktt","tvsk"
"756","A26",4,"K","right","under","rae kanka rae sosi rae vinkin sosi","[[[2,[1]],[2]],[3]]",1597854527,"false","4","rkrsrvs","tvsk"
"757","A26",4,"K","right","under","moy kanka sosi rae tuntul moy sosi","[2,[0,[[2,3]]]]",1597854541,"false","4","mksrtms","tvsk"
"758","A26",4,"K","right","under","moy tuntul kanka moy vinkin rae vinkin","[[[1,[1]],3],0]",1597854562,"false","4","mtkmvrv","tvsk"
"759","A26",4,"K","right","under","moy vinkin moy tuntul rae tuntul vinkin","[[[1,[0]],[0]],1]",1597854575,"false","4","mvmtrtv","tvsk"
"760","A26",4,"K","right","under","rae sosi rae tuntul moy kanka kanka","[[[3,3],[0]],[2]]",1597854590,"false","4","rsrtmkk","tvsk"
"761","A27",4,"D","right","under","titil","0",1597911864,"true","1","t","tvsk"
"762","A27",4,"D","right","under","vuntun","1",1597911868,"true","1","v","tvsk"
"763","A27",4,"D","right","under","silvil","2",1597911872,"true","1","s","tvsk"
"764","A27",4,"D","right","under","kaku","3",1597911875,"true","1","k","tvsk"
"765","A27",4,"D","right","under","silvil rae titil","[0,[2]]",1597911892,"true","2","srt","tvsk"
"766","A27",4,"D","right","under","silvil moy vuntun","[1,0]",1597911916,"true","2","smv","tvsk"
"767","A27",4,"D","right","under","kaku moy titil","[0,3]",1597911929,"true","2","kmt","tvsk"
"768","A27",4,"D","right","under","vuntun rae kaku","[3,[1]]",1597911940,"true","2","vrk","tvsk"
"769","A27",4,"D","right","under","kaku moy silvil","[2,3]",1597911953,"true","2","kms","tvsk"
"770","A27",4,"D","right","under","silvil moy kaku","[3,2]",1597911981,"true","2","smk","tvsk"
"771","A27",4,"D","right","under","titil rae silvil","[2,[0]]",1597911994,"true","2","trs","tvsk"
"772","A27",4,"D","right","under","vuntun rae silvil","[2,[1]]",1597911999,"true","2","vrs","tvsk"
"773","A27",4,"D","right","under","titil moy kaku","[3,0]",1597912015,"false","2","tmk","tvsk"
"774","A27",4,"D","right","under","silvil rae vuntun","[1,[2]]",1597912025,"false","2","srv","tvsk"
"775","A27",4,"D","right","under","vuntun moy titil","[0,1]",1597912035,"false","2","vmt","tvsk"
"776","A27",4,"D","right","under","kaku rae vuntun","[1,[3]]",1597912041,"false","2","krv","tvsk"
"777","A27",4,"D","right","under","kaku rae kaku rae silvil","[[3,[3]],[2]]",1597912068,"true","3","krkrs","tvsk"
"778","A27",4,"D","right","under","titil rae kaku moy silvil","[2,[3,[0]]]",1597912092,"true","3","trkms","tvsk"
"779","A27",4,"D","right","under","titil moy silvil rae titil","[0,[[2,0]]]",1597912146,"true","3","tmsrt","tvsk"
"780","A27",4,"D","right","under","silvil rae kaku rae titil","[[3,2],[0]]",1597912189,"true","3","srkrt","tvsk"
"781","A27",4,"D","right","under","silvil rae vuntun rae silvil","[[1,[2]],[2]]",1597912209,"true","3","srvrs","tvsk"
"782","A27",4,"D","right","under","kaku rae kaku moy vuntun","[1,[3,[3]]]",1597912226,"true","3","krkmv","tvsk"
"783","A27",4,"D","right","under","silvil moy silvil rae vuntun","[[1,[2]],2]",1597912249,"true","3","smsrv","tvsk"
"784","A27",4,"D","right","under","vuntun rae kaku moy titil","[[0,3],[1]]",1597912273,"true","3","vrkmt","tvsk"
"785","A27",4,"D","right","under","vuntun moy vuntun rae titil","[0,[[1,1]]]",1597912304,"false","3","vmvrt","tvsk"
"786","A27",4,"D","right","under","titil moy kaku moy kaku","[[3,3],0]",1597912319,"false","3","tmkmk","tvsk"
"787","A27",4,"D","right","under","titil moy vuntun rae vuntun","[[1,[1]],0]",1597912336,"false","3","tmvrv","tvsk"
"788","A27",4,"D","right","under","titil moy silvil moy vuntun","[[1,2],0]",1597912353,"false","3","tmsmv","tvsk"
"789","A27",4,"D","right","under","kaku rae silvil moy silvil moy kaku","[3,[2,[2,[3]]]]",1597912403,"false","4","krsmsmk","tvsk"
"790","A27",4,"D","right","under","vuntun moy silvil moy silvil rae vuntun","[1,[[2,[2,1]]]]",1597912423,"false","4","vmsmsrv","tvsk"
"791","A27",4,"D","right","under","kaku moy vuntun moy kaku rae kaku","[[[3,1],[3]],3]",1597912485,"false","4","kmvmkrk","tvsk"
"792","A27",4,"D","right","under","vuntun vuntun rae kaku rae titil rae","[0,[[3,[[1,1]]]]]",1597912523,"false","4","vvrkrtr","tvsk"
"793","A27",4,"D","right","under","silvil rae titil moy vuntun moy titil","[[[0,1],0],[2]]",1597912558,"false","4","srtmvmt","tvsk"
"794","A27",4,"D","right","under","silvil moy vuntun moy titil moy silvil","[[[2,0],1],2]",1597912579,"false","4","smvmtms","tvsk"
"795","A27",4,"D","right","under","titil rae titil rae kaku moy titil","[0,[3,[[0,[0]]]]]",1597912598,"false","4","trtrkmt","tvsk"
"796","A27",4,"D","right","under","kaku rae silvil rae vuntun rae silvil","[[[2,[1]],[2]],[3]]",1597912611,"false","4","krsrvrs","tvsk"
"797","A27",4,"D","right","under","moy kaku silvil rae titil moy silvil","[2,[0,[[2,3]]]]",1597912643,"false","4","mksrtms","tvsk"
"798","A27",4,"D","right","under","silvil moy kaku moy vuntun vuntun rae","[[[1,[1]],3],0]",1597912656,"false","4","smkmvvr","tvsk"
"799","A27",4,"D","right","under","vuntun moy rae vuntun rae titil titil","[[[1,[0]],[0]],1]",1597912726,"false","4","vmrvrtt","tvsk"
"800","A27",4,"D","right","under","silvil rae titil rae moy kaku kaku","[[[3,3],[0]],[2]]",1597912750,"false","4","srtrmkk","tvsk"
"801","A28",5,"E","right","atop","soko","0",1597926376,"true","1","s","svtk"
"802","A28",5,"E","right","atop","vilval","1",1597926380,"true","1","v","svtk"
"803","A28",5,"E","right","atop","tulkul","2",1597926383,"true","1","t","svtk"
"804","A28",5,"E","right","atop","kinsin","3",1597926388,"true","1","k","svtk"
"805","A28",5,"E","right","atop","soko rae tulkul","[0,[2]]",1597926397,"true","2","srt","svtk"
"806","A28",5,"E","right","atop","soko moy vilval","[1,0]",1597926408,"true","2","smv","svtk"
"807","A28",5,"E","right","atop","kinsin moy soko","[0,3]",1597926415,"true","2","kms","svtk"
"808","A28",5,"E","right","atop","kinsin rae vilval","[3,[1]]",1597926422,"true","2","krv","svtk"
"809","A28",5,"E","right","atop","kinsin moy tulkul","[2,3]",1597926428,"true","2","kmt","svtk"
"810","A28",5,"E","right","atop","tulkul moy kinsin","[3,2]",1597926434,"true","2","tmk","svtk"
"811","A28",5,"E","right","atop","tulkul rae soko","[2,[0]]",1597926441,"true","2","trs","svtk"
"812","A28",5,"E","right","atop","tulkul rae vilval","[2,[1]]",1597926448,"true","2","trv","svtk"
"813","A28",5,"E","right","atop","soko moy kinsin","[3,0]",1597926455,"false","2","smk","svtk"
"814","A28",5,"E","right","atop","vilval rae tulkul","[1,[2]]",1597926461,"false","2","vrt","svtk"
"815","A28",5,"E","right","atop","vilval moy soko","[0,1]",1597926466,"false","2","vms","svtk"
"816","A28",5,"E","right","atop","vilval rae soko","[1,[3]]",1597926473,"false","2","vrs","svtk"
"817","A28",5,"E","right","atop","kinsin rae kinsin rae tulkul","[[3,[3]],[2]]",1597926483,"true","3","krkrt","svtk"
"818","A28",5,"E","right","atop","kinsin rae soko moy tulkul","[2,[3,[0]]]",1597926499,"true","3","krsmt","svtk"
"819","A28",5,"E","right","atop","soko rae soko moy tulkul","[0,[[2,0]]]",1597926509,"true","3","srsmt","svtk"
"820","A28",5,"E","right","atop","tulkul moy kinsin rae soko","[[3,2],[0]]",1597926520,"true","3","tmkrs","svtk"
"821","A28",5,"E","right","atop","vilval rae tulkul rae tulkul","[[1,[2]],[2]]",1597926527,"true","3","vrtrt","svtk"
"822","A28",5,"E","right","atop","kinsin rae kinsin moy vilval","[1,[3,[3]]]",1597926537,"true","3","krkmv","svtk"
"823","A28",5,"E","right","atop","tulkul moy vilval rae tulkul","[[1,[2]],2]",1597926553,"true","3","tmvrt","svtk"
"824","A28",5,"E","right","atop","kinsin moy soko rae vilval","[[0,3],[1]]",1597926563,"true","3","kmsrv","svtk"
"825","A28",5,"E","right","atop","soko rae vilval moy vilval","[0,[[1,1]]]",1597926569,"false","3","srvmv","svtk"
"826","A28",5,"E","right","atop","soko moy kinsin moy kinsin","[[3,3],0]",1597926578,"false","3","smkmk","svtk"
"827","A28",5,"E","right","atop","soko moy vilval rae vilval","[[1,[1]],0]",1597926587,"false","3","smvrv","svtk"
"828","A28",5,"E","right","atop","soko moy tulkul moy vilval","[[1,2],0]",1597926594,"false","3","smtmv","svtk"
"829","A28",5,"E","right","atop","tulkul rae kinsin moy tulkul moy kinsin","[3,[2,[2,[3]]]]",1597926612,"false","4","trkmtmk","svtk"
"830","A28",5,"E","right","atop","vilval rae vilval moy tulkul moy tulkul","[1,[[2,[2,1]]]]",1597926621,"false","4","vrvmtmt","svtk"
"831","A28",5,"E","right","atop","kinsin moy vilval moy kinsin rae kinsin","[[[3,1],[3]],3]",1597926640,"false","4","kmvmkrk","svtk"
"832","A28",5,"E","right","atop","soko rae kinsin rae vilval moy vilval","[0,[[3,[[1,1]]]]]",1597926651,"false","4","srkrvmv","svtk"
"833","A28",5,"E","right","atop","soko moy vilval moy soko rae tulkul","[[[0,1],0],[2]]",1597926660,"false","4","smvmsrt","svtk"
"834","A28",5,"E","right","atop","tulkul moy vilval moy soko moy tulkul","[[[2,0],1],2]",1597926669,"false","4","tmvmsmt","svtk"
"835","A28",5,"E","right","atop","kinsin rae soko rae soko moy soko","[0,[3,[[0,[0]]]]]",1597926683,"false","4","krsrsms","svtk"
"836","A28",5,"E","right","atop","tulkul rae vilval rae tulkul rae kinsin","[[[2,[1]],[2]],[3]]",1597926692,"false","4","trvrtrk","svtk"
"837","A28",5,"E","right","atop","soko rae kinsin moy tulkul moy tulkul","[2,[0,[[2,3]]]]",1597926703,"false","4","srkmtmt","svtk"
"838","A28",5,"E","right","atop","soko moy kinsin moy vilval rae vilval","[[[1,[1]],3],0]",1597926713,"false","4","smkmvrv","svtk"
"839","A28",5,"E","right","atop","vilval moy vilval rae soko rae soko","[[[1,[0]],[0]],1]",1597926722,"false","4","vmvrsrs","svtk"
"840","A28",5,"E","right","atop","kinsin moy kinsin rae soko rae tulkul","[[[3,3],[0]],[2]]",1597926733,"false","4","kmkrsrt","svtk"
"841","A29",4,"L","right","atop","kilkul","0",1597876800,"true","1","k","kvts"
"842","A29",4,"L","right","atop","vanva","1",1597876805,"true","1","v","kvts"
"843","A29",4,"L","right","atop","tovo","2",1597876808,"true","1","t","kvts"
"844","A29",4,"L","right","atop","sunsin","3",1597876811,"true","1","s","kvts"
"845","A29",4,"L","right","atop","kilkul rae tovo","[0,[2]]",1597876821,"true","2","krt","kvts"
"846","A29",4,"L","right","atop","kilkul moy vanva","[1,0]",1597876828,"true","2","kmv","kvts"
"847","A29",4,"L","right","atop","sunsin moy kilkul","[0,3]",1597876834,"true","2","smk","kvts"
"848","A29",4,"L","right","atop","sunsin rae vanva","[3,[1]]",1597876846,"true","2","srv","kvts"
"849","A29",4,"L","right","atop","tovo moy vanva","[2,3]",1597876857,"true","2","tmv","kvts"
"850","A29",4,"L","right","atop","tovo moy sunsin","[3,2]",1597876865,"true","2","tms","kvts"
"851","A29",4,"L","right","atop","tovo rae kilkul","[2,[0]]",1597876872,"true","2","trk","kvts"
"852","A29",4,"L","right","atop","tovo rae vanva","[2,[1]]",1597876880,"true","2","trv","kvts"
"853","A29",4,"L","right","atop","kilkul moy sunsin","[3,0]",1597876887,"false","2","kms","kvts"
"854","A29",4,"L","right","atop","vanva rae tovo","[1,[2]]",1597876894,"false","2","vrt","kvts"
"855","A29",4,"L","right","atop","kilkul moy vanva","[0,1]",1597876901,"false","2","kmv","kvts"
"856","A29",4,"L","right","atop","vanva rae sunsin","[1,[3]]",1597876911,"false","2","vrs","kvts"
"857","A29",4,"L","right","atop","sunsin rae sunsin rae tovo","[[3,[3]],[2]]",1597876920,"true","3","srsrt","kvts"
"858","A29",4,"L","right","atop","sunsin rae kilkul moy tovo","[2,[3,[0]]]",1597876935,"true","3","srkmt","kvts"
"859","A29",4,"L","right","atop","sunsin rae kilkul moy tovo","[0,[[2,0]]]",1597876949,"true","3","srkmt","kvts"
"860","A29",4,"L","right","atop","tovo moy sunsin rae kilkul","[[3,2],[0]]",1597876960,"true","3","tmsrk","kvts"
"861","A29",4,"L","right","atop","vanva rae tovo rae tovo","[[1,[2]],[2]]",1597876968,"true","3","vrtrt","kvts"
"862","A29",4,"L","right","atop","sunsin rae sunsin moy vanva","[1,[3,[3]]]",1597876977,"true","3","srsmv","kvts"
"863","A29",4,"L","right","atop","tovo moy vanva rae tovo","[[1,[2]],2]",1597876987,"true","3","tmvrt","kvts"
"864","A29",4,"L","right","atop","sunsin moy kilkul rae vanva","[[0,3],[1]]",1597877000,"true","3","smkrv","kvts"
"865","A29",4,"L","right","atop","kilkul rae vanva moy vanva","[0,[[1,1]]]",1597877011,"false","3","krvmv","kvts"
"866","A29",4,"L","right","atop","kilkul moy sunsin moy sunsin","[[3,3],0]",1597877018,"false","3","kmsms","kvts"
"867","A29",4,"L","right","atop","kilkul moy sunsin rae vanva","[[1,[1]],0]",1597877028,"false","3","kmsrv","kvts"
"868","A29",4,"L","right","atop","kilkul moy tovo moy vanva","[[1,2],0]",1597877035,"false","3","kmtmv","kvts"
"869","A29",4,"L","right","atop","tovo rae sunsin moy tovo moy sunsin","[3,[2,[2,[3]]]]",1597877052,"false","4","trsmtms","kvts"
"870","A29",4,"L","right","atop","vanva rae vanva moy tovo moy tovo","[1,[[2,[2,1]]]]",1597877064,"false","4","vrvmtmt","kvts"
"871","A29",4,"L","right","atop","kilkul moy vanva moy sunsin rae sunsin","[[[3,1],[3]],3]",1597877077,"false","4","kmvmsrs","kvts"
"872","A29",4,"L","right","atop","kilkul rae sunsin rae vanva moy vanva","[0,[[3,[[1,1]]]]]",1597877091,"false","4","krsrvmv","kvts"
"873","A29",4,"L","right","atop","kilkul moy vanva moy kilkul rae tovo","[[[0,1],0],[2]]",1597877100,"false","4","kmvmkrt","kvts"
"874","A29",4,"L","right","atop","tovo moy vanva moy kilkul moy tovo","[[[2,0],1],2]",1597877109,"false","4","tmvmkmt","kvts"
"875","A29",4,"L","right","atop","sunsin rae kilkul rae kilkul moy kilkul","[0,[3,[[0,[0]]]]]",1597877121,"false","4","srkrkmk","kvts"
"876","A29",4,"L","right","atop","tovo rae vanva rae tovo rae sunsin","[[[2,[1]],[2]],[3]]",1597877133,"false","4","trvrtrs","kvts"
"877","A29",4,"L","right","atop","kilkul rae sunsin moy tovo moy tovo","[2,[0,[[2,3]]]]",1597877143,"false","4","krsmtmt","kvts"
"878","A29",4,"L","right","atop","kilkul moy sunsin moy vanva rae vanva","[[[1,[1]],3],0]",1597877151,"false","4","kmsmvrv","kvts"
"879","A29",4,"L","right","atop","vanva moy vanva rae kilkul rae kilkul","[[[1,[0]],[0]],1]",1597877161,"false","4","vmvrkrk","kvts"
"880","A29",4,"L","right","atop","sunsin moy sunsin rae kilkul rae tovo","[[[3,3],[0]],[2]]",1597877172,"false","4","smsrkrt","kvts"
"881","A3",5,"F","right","atop","valtal","0",1597923656,"true","1","v","vkst"
"882","A3",5,"F","right","atop","kolkul","1",1597923660,"true","1","k","vkst"
"883","A3",5,"F","right","atop","siso","2",1597923667,"true","1","s","vkst"
"884","A3",5,"F","right","atop","tontin","3",1597923671,"true","1","t","vkst"
"885","A3",5,"F","right","atop","valtal valtal valtal","[0,[2]]",1597923695,"true","2","vvv","vkst"
"886","A3",5,"F","right","atop","moy moy moy","[1,0]",1597923724,"true","2","mmm","vkst"
"887","A3",5,"F","right","atop","moy valtal moy","[0,3]",1597923748,"true","2","mvm","vkst"
"888","A3",5,"F","right","atop","tontin tontin tontin","[3,[1]]",1597923768,"true","2","ttt","vkst"
"889","A3",5,"F","right","atop","moy tontin siso","[2,3]",1597923783,"true","2","mts","vkst"
"890","A3",5,"F","right","atop","siso tontin moy","[3,2]",1597923802,"true","2","stm","vkst"
"891","A3",5,"F","right","atop","siso rae kolkul","[2,[0]]",1597923818,"true","2","srk","vkst"
"892","A3",5,"F","right","atop","siso rae valtal","[2,[1]]",1597923834,"true","2","srv","vkst"
"893","A3",5,"F","right","atop","kolkul moy tontin","[3,0]",1597923846,"false","2","kmt","vkst"
"894","A3",5,"F","right","atop","kolkul rae siso","[1,[2]]",1597923854,"false","2","krs","vkst"
"895","A3",5,"F","right","atop","kolkul moy valtal","[0,1]",1597923912,"false","2","kmv","vkst"
"896","A3",5,"F","right","atop","kolkul rae tontin","[1,[3]]",1597923922,"false","2","krt","vkst"
"897","A3",5,"F","right","atop","tontin tontin rae siso siso","[[3,[3]],[2]]",1597923945,"true","3","ttrss","vkst"
"898","A3",5,"F","right","atop","tontin rae valtal moy siso","[2,[3,[0]]]",1597923979,"true","3","trvms","vkst"
"899","A3",5,"F","right","atop","valtal rae valtal siso valtal","[0,[[2,0]]]",1597923999,"true","3","vrvsv","vkst"
"900","A3",5,"F","right","atop","tontin siso siso siso rae","[[3,2],[0]]",1597924012,"true","3","tsssr","vkst"
"901","A3",5,"F","right","atop","kolkul rae siso siso rae","[[1,[2]],[2]]",1597924033,"true","3","krssr","vkst"
"902","A3",5,"F","right","atop","tontin rae tontin moy kolkul","[1,[3,[3]]]",1597924046,"true","3","trtmk","vkst"
"903","A3",5,"F","right","atop","siso rae kolkul rae siso","[[1,[2]],2]",1597924067,"true","3","srkrs","vkst"
"904","A3",5,"F","right","atop","kolkul moy tontin rae kolkul","[[0,3],[1]]",1597924081,"true","3","kmtrk","vkst"
"905","A3",5,"F","right","atop","kolkul moy moy valtal moy","[0,[[1,1]]]",1597924108,"false","3","kmmvm","vkst"
"906","A3",5,"F","right","atop","kolkul moy kolkul moy valtal","[[3,3],0]",1597924130,"false","3","kmkmv","vkst"
