"","workerId","gen","chain","prepM","prepR","strings","arrayTraining","time","seen","level","encodingCorrected","consonants"
"1438","A41",3,"K","right","under","moy tuntul kanka moy vinkin rae vinkin","[[[1,[1]],3],0]",1597769487,"false","4","mtkmvrv","tvsk"
"1439","A41",3,"K","right","under","moy vinkin rae tuntul rae tuntul vinkin","[[[1,[0]],[0]],1]",1597769505,"false","4","mvrtrtv","tvsk"
"1440","A41",3,"K","right","under","rae sosi rae tuntul moy kanka kanka","[[[3,3],[0]],[2]]",1597769520,"false","4","rsrtmkk","tvsk"
"1441","A42",4,"I","right","atop","soko","0",1597901561,"true","1","s","svtk"
"1442","A42",4,"I","right","atop","vilval","1",1597901567,"true","1","v","svtk"
"1443","A42",4,"I","right","atop","tulkul","2",1597901576,"true","1","t","svtk"
"1444","A42",4,"I","right","atop","kinsin","3",1597901579,"true","1","k","svtk"
"1445","A42",4,"I","right","atop","soko rae tulkul","[0,[2]]",1597901613,"true","2","srt","svtk"
"1446","A42",4,"I","right","atop","vilval moy soko","[1,0]",1597901629,"true","2","vms","svtk"
"1447","A42",4,"I","right","atop","soko moy kinsin","[0,3]",1597901642,"true","2","smk","svtk"
"1448","A42",4,"I","right","atop","kinsin rae vilval","[3,[1]]",1597901652,"true","2","krv","svtk"
"1449","A42",4,"I","right","atop","tulkul moy kinsin","[2,3]",1597901661,"true","2","tmk","svtk"
"1450","A42",4,"I","right","atop","kinsin moy tulkul","[3,2]",1597901689,"true","2","kmt","svtk"
"1451","A42",4,"I","right","atop","tulkul rae soko","[2,[0]]",1597901699,"true","2","trs","svtk"
"1452","A42",4,"I","right","atop","tulkul rae vilval","[2,[1]]",1597901722,"true","2","trv","svtk"
"1453","A42",4,"I","right","atop","kinsin moy soko","[3,0]",1597901741,"false","2","kms","svtk"
"1454","A42",4,"I","right","atop","vilval rae tulkul","[1,[2]]",1597901759,"false","2","vrt","svtk"
"1455","A42",4,"I","right","atop","soko moy vilval","[0,1]",1597901772,"false","2","smv","svtk"
"1456","A42",4,"I","right","atop","vilval rae kinsin","[1,[3]]",1597901783,"false","2","vrk","svtk"
"1457","A42",4,"I","right","atop","kinsin kinsin rae tulkul rae","[[3,[3]],[2]]",1597901809,"true","3","kkrtr","svtk"
"1458","A42",4,"I","right","atop","tulkul moy kinsin rae soko","[2,[3,[0]]]",1597901833,"true","3","tmkrs","svtk"
"1459","A42",4,"I","right","atop","tulkul moy soko rae soko","[0,[[2,0]]]",1597901859,"true","3","tmsrs","svtk"
"1460","A42",4,"I","right","atop","kinsin moy tulkul rae soko","[[3,2],[0]]",1597901876,"true","3","kmtrs","svtk"
"1461","A42",4,"I","right","atop","tulkul rae tulkul rae vilval","[[1,[2]],[2]]",1597901893,"true","3","trtrv","svtk"
"1462","A42",4,"I","right","atop","vilval moy kinsin rae kinsin","[1,[3,[3]]]",1597901913,"true","3","vmkrk","svtk"
"1463","A42",4,"I","right","atop","tulkul rae vilval moy tulkul","[[1,[2]],2]",1597901941,"true","3","trvmt","svtk"
"1464","A42",4,"I","right","atop","vilval rae soko moy kinsin","[[0,3],[1]]",1597901959,"true","3","vrsmk","svtk"
"1465","A42",4,"I","right","atop","vilval moy vilval rae soko","[0,[[1,1]]]",1597901976,"false","3","vmvrs","svtk"
"1466","A42",4,"I","right","atop","kinsin moy kinsin moy soko","[[3,3],0]",1597902007,"false","3","kmkms","svtk"
"1467","A42",4,"I","right","atop","vilval rae vilval moy soko","[[1,[1]],0]",1597902019,"false","3","vrvms","svtk"
"1468","A42",4,"I","right","atop","vilval moy tulkul moy soko","[[1,2],0]",1597902031,"false","3","vmtms","svtk"
"1469","A42",4,"I","right","atop","kinsin moy tulkul moy kinsin rae tulkul","[3,[2,[2,[3]]]]",1597902052,"false","4","kmtmkrt","svtk"
"1470","A42",4,"I","right","atop","tulkul moy tulkul moy vilval rae vilval","[1,[[2,[2,1]]]]",1597902073,"false","4","tmtmvrv","svtk"
"1471","A42",4,"I","right","atop","kinsin rae kinsin moy vilval moy kinsin","[[[3,1],[3]],3]",1597902094,"false","4","krkmvmk","svtk"
"1472","A42",4,"I","right","atop","vilval moy vilval rae kinsin rae soko","[0,[[3,[[1,1]]]]]",1597902104,"false","4","vmvrkrs","svtk"
"1473","A42",4,"I","right","atop","tulkul rae soko moy kinsin moy soko","[[[0,1],0],[2]]",1597902140,"false","4","trsmkms","svtk"
"1474","A42",4,"I","right","atop","tulkul moy soko moy vilval moy tulkul","[[[2,0],1],2]",1597902151,"false","4","tmsmvmt","svtk"
"1475","A42",4,"I","right","atop","soko moy soko rae soko rae kinsin","[0,[3,[[0,[0]]]]]",1597902166,"false","4","smsrsrk","svtk"
"1476","A42",4,"I","right","atop","kinsin rae tulkul rae vilval rae tulkul","[[[2,[1]],[2]],[3]]",1597902175,"false","4","krtrvrt","svtk"
"1477","A42",4,"I","right","atop","tulkul moy tulkul moy kinsin rae soko","[2,[0,[[2,3]]]]",1597902196,"false","4","tmtmkrs","svtk"
"1478","A42",4,"I","right","atop","vilval rae vilval moy kinsin moy soko","[[[1,[1]],3],0]",1597902207,"false","4","vrvmkms","svtk"
"1479","A42",4,"I","right","atop","soko rae soko rae vilval moy vilval","[[[1,[0]],[0]],1]",1597902220,"false","4","srsrvmv","svtk"
"1480","A42",4,"I","right","atop","tulkul rae soko rae kinsin moy kinsin","[[[3,3],[0]],[2]]",1597902229,"false","4","trsrkmk","svtk"
"1481","A43",3,"G","left","under","valtal","0",1597761822,"true","1","v","vkst"
"1482","A43",3,"G","left","under","kolkul","1",1597761825,"true","1","k","vkst"
"1483","A43",3,"G","left","under","siso","2",1597761829,"true","1","s","vkst"
"1484","A43",3,"G","left","under","tontin","3",1597761833,"true","1","t","vkst"
"1485","A43",3,"G","left","under","siso rae valtal","[0,[2]]",1597761843,"true","2","srv","vkst"
"1486","A43",3,"G","left","under","kolkul moy valtal","[1,0]",1597761849,"true","2","kmv","vkst"
"1487","A43",3,"G","left","under","valtal moy tontin","[0,3]",1597761855,"true","2","vmt","vkst"
"1488","A43",3,"G","left","under","kolkul rae tontin","[3,[1]]",1597761864,"true","2","krt","vkst"
"1489","A43",3,"G","left","under","siso moy tontin","[2,3]",1597761869,"true","2","smt","vkst"
"1490","A43",3,"G","left","under","tontin moy siso","[3,2]",1597761877,"true","2","tms","vkst"
"1491","A43",3,"G","left","under","valtal rae siso","[2,[0]]",1597761882,"true","2","vrs","vkst"
"1492","A43",3,"G","left","under","kolkul rae siso","[2,[1]]",1597761888,"true","2","krs","vkst"
"1493","A43",3,"G","left","under","tontin moy valtal","[3,0]",1597761900,"false","2","tmv","vkst"
"1494","A43",3,"G","left","under","siso rae kolkul","[1,[2]]",1597761906,"false","2","srk","vkst"
"1495","A43",3,"G","left","under","valtal moy kolkul","[0,1]",1597761911,"false","2","vmk","vkst"
"1496","A43",3,"G","left","under","tontin rae kolkul","[1,[3]]",1597761917,"false","2","trk","vkst"
"1497","A43",3,"G","left","under","siso rae tontin tontin tontin","[[3,[3]],[2]]",1597761925,"true","3","srttt","vkst"
"1498","A43",3,"G","left","under","siso moy valtal rae tontin","[2,[3,[0]]]",1597761939,"true","3","smvrt","vkst"
"1499","A43",3,"G","left","under","siso moy valtal rae valtal","[0,[[2,0]]]",1597761951,"true","3","smvrv","vkst"
"1500","A43",3,"G","left","under","valtal rae tontin moy siso","[[3,2],[0]]",1597761975,"true","3","vrtms","vkst"
"1501","A43",3,"G","left","under","siso rae siso rae kolkul","[[1,[2]],[2]]",1597761994,"true","3","srsrk","vkst"
"1502","A43",3,"G","left","under","kolkul moy tontin rae tontin","[1,[3,[3]]]",1597762007,"true","3","kmtrt","vkst"
"1503","A43",3,"G","left","under","siso moy kolkul siso siso","[[1,[2]],2]",1597762058,"true","3","smkss","vkst"
"1504","A43",3,"G","left","under","kolkul rae valtal moy tontin","[[0,3],[1]]",1597762070,"true","3","krvmt","vkst"
"1505","A43",3,"G","left","under","kolkul moy valtal rae kolkul","[0,[[1,1]]]",1597762100,"false","3","kmvrk","vkst"
"1506","A43",3,"G","left","under","tontin tontin moy valtal valtal","[[3,3],0]",1597762130,"false","3","ttmvv","vkst"
"1507","A43",3,"G","left","under","kolkul kolkul moy valtal kolkul","[[1,[1]],0]",1597762152,"false","3","kkmvk","vkst"
"1508","A43",3,"G","left","under","kolkul siso moy valtal valtal","[[1,2],0]",1597762179,"false","3","ksmvv","vkst"
"1509","A43",3,"G","left","under","tontin siso moy siso rae tontin tontin","[3,[2,[2,[3]]]]",1597762216,"false","4","tsmsrtt","vkst"
"1510","A43",3,"G","left","under","siso siso siso moy valtal rae kolkul","[1,[[2,[2,1]]]]",1597762237,"false","4","sssmvrk","vkst"
"1511","A43",3,"G","left","under","tontin kolkul moy tontin moy tontin tontin","[[[3,1],[3]],3]",1597762271,"false","4","tkmtmtt","vkst"
"1512","A43",3,"G","left","under","kolkul kolkul kolkul rae tontin rae valtal","[0,[[3,[[1,1]]]]]",1597762302,"false","4","kkkrtrv","vkst"
"1513","A43",3,"G","left","under","siso rae valtal kolkul moy valtal valtal","[[[0,1],0],[2]]",1597762326,"false","4","srvkmvv","vkst"
"1514","A43",3,"G","left","under","siso moy valtal moy kolkul moy siso","[[[2,0],1],2]",1597762352,"false","4","smvmkms","vkst"
"1515","A43",3,"G","left","under","valtal moy tontin valtal rae valtal valtal","[0,[3,[[0,[0]]]]]",1597762378,"false","4","vmtvrvv","vkst"
"1516","A43",3,"G","left","under","tontin rae siso rae kolkul rae siso","[[[2,[1]],[2]],[3]]",1597762404,"false","4","trsrkrs","vkst"
"1517","A43",3,"G","left","under","siso siso moy siso tontin rae valtal","[2,[0,[[2,3]]]]",1597762421,"false","4","ssmstrv","vkst"
"1518","A43",3,"G","left","under","kolkul kolkul moy tontin moy valtal valtal","[[[1,[1]],3],0]",1597762440,"false","4","kkmtmvv","vkst"
"1519","A43",3,"G","left","under","valtal valtal rae kolkul moy kolkul kolkul","[[[1,[0]],[0]],1]",1597762460,"false","4","vvrkmkk","vkst"
"1520","A43",3,"G","left","under","siso rae valtal rae tontin tontin tontin","[[[3,3],[0]],[2]]",1597762480,"false","4","srvrttt","vkst"
"1521","A44",5,"J","right","under","toltul","0",1597876532,"true","1","t","tvsk"
"1522","A44",5,"J","right","under","vivin","1",1597876537,"true","1","v","tvsk"
"1523","A44",5,"J","right","under","sasan","2",1597876542,"true","1","s","tvsk"
"1524","A44",5,"J","right","under","koto","3",1597876546,"true","1","k","tvsk"
"1525","A44",5,"J","right","under","sasan rae toltul","[0,[2]]",1597876574,"true","2","srt","tvsk"
"1526","A44",5,"J","right","under","toltul moy vivin","[1,0]",1597876590,"true","2","tmv","tvsk"
"1527","A44",5,"J","right","under","koto moy toltul","[0,3]",1597876631,"true","2","kmt","tvsk"
"1528","A44",5,"J","right","under","vivin rae koto","[3,[1]]",1597876645,"true","2","vrk","tvsk"
"1529","A44",5,"J","right","under","koto moy sasan","[2,3]",1597876657,"true","2","kms","tvsk"
"1530","A44",5,"J","right","under","sasan moy koto","[3,2]",1597876688,"true","2","smk","tvsk"
"1531","A44",5,"J","right","under","toltul rae sasan","[2,[0]]",1597876698,"true","2","trs","tvsk"
"1532","A44",5,"J","right","under","vivin rae sasan","[2,[1]]",1597876730,"true","2","vrs","tvsk"
"1533","A44",5,"J","right","under","toltul moy koto","[3,0]",1597876746,"false","2","tmk","tvsk"
"1534","A44",5,"J","right","under","sasan rae vivin","[1,[2]]",1597876760,"false","2","srv","tvsk"
"1535","A44",5,"J","right","under","vivin moy toltul","[0,1]",1597876773,"false","2","vmt","tvsk"
"1536","A44",5,"J","right","under","koto rae vivin","[1,[3]]",1597876783,"false","2","krv","tvsk"
"1537","A44",5,"J","right","under","sasan rae koto rae koto","[[3,[3]],[2]]",1597876810,"true","3","srkrk","tvsk"
"1538","A44",5,"J","right","under","toltul rae koto moy sasan","[2,[3,[0]]]",1597876845,"true","3","trkms","tvsk"
"1539","A44",5,"J","right","under","toltul moy sasan rae toltul","[0,[[2,0]]]",1597876894,"true","3","tmsrt","tvsk"
"1540","A44",5,"J","right","under","sasan rae koto toltul rae","[[3,2],[0]]",1597876953,"true","3","srktr","tvsk"
"1541","A44",5,"J","right","under","sasan rae sasan rae vivin","[[1,[2]],[2]]",1597876969,"true","3","srsrv","tvsk"
"1542","A44",5,"J","right","under","koto rae koto moy vivin","[1,[3,[3]]]",1597876986,"true","3","krkmv","tvsk"
"1543","A44",5,"J","right","under","sasan moy sasan rae vivin","[[1,[2]],2]",1597877005,"true","3","smsrv","tvsk"
"1544","A44",5,"J","right","under","vivin rae koto moy toltul","[[0,3],[1]]",1597877029,"true","3","vrkmt","tvsk"
"1545","A44",5,"J","right","under","vivin moy vivin rae toltul","[0,[[1,1]]]",1597877046,"false","3","vmvrt","tvsk"
"1546","A44",5,"J","right","under","vivin moy toltul moy koto","[[3,3],0]",1597877088,"false","3","vmtmk","tvsk"
"1547","A44",5,"J","right","under","toltul toltul moy vivin rae","[[1,[1]],0]",1597877123,"false","3","ttmvr","tvsk"
"1548","A44",5,"J","right","under","toltul moy sasan moy vivin","[[1,2],0]",1597877141,"false","3","tmsmv","tvsk"
"1549","A44",5,"J","right","under","koto rae sasan moy sasan moy koto","[3,[2,[2,[3]]]]",1597877176,"false","4","krsmsmk","tvsk"
"1550","A44",5,"J","right","under","vivin koto sasan moy sasan rae vivin","[1,[[2,[2,1]]]]",1597877232,"false","4","vksmsrv","tvsk"
"1551","A44",5,"J","right","under","koto moy koto rae vivin moy koto","[[[3,1],[3]],3]",1597877260,"false","4","kmkrvmk","tvsk"
"1552","A44",5,"J","right","under","vivin moy vivin rae koto rae toltul","[0,[[3,[[1,1]]]]]",1597877279,"false","4","vmvrkrt","tvsk"
"1553","A44",5,"J","right","under","sasan rae toltul moy vivin moy toltul","[[[0,1],0],[2]]",1597877302,"false","4","srtmvmt","tvsk"
"1554","A44",5,"J","right","under","sasan moy vivin moy toltul moy sasan","[[[2,0],1],2]",1597877321,"false","4","smvmtms","tvsk"
"1555","A44",5,"J","right","under","toltul rae toltul rae koto moy toltul","[0,[3,[[0,[0]]]]]",1597877337,"false","4","trtrkmt","tvsk"
"1556","A44",5,"J","right","under","koto rae sasan rae vivin rae sasan","[[[2,[1]],[2]],[3]]",1597877356,"false","4","krsrvrs","tvsk"
"1557","A44",5,"J","right","under","koto moy sasan rae toltul moy sasan","[2,[0,[[2,3]]]]",1597877382,"false","4","kmsrtms","tvsk"
"1558","A44",5,"J","right","under","toltul moy koto moy vivin rae vivin","[[[1,[1]],3],0]",1597877399,"false","4","tmkmvrv","tvsk"
"1559","A44",5,"J","right","under","vivin moy toltul rae toltul rae vivin","[[[1,[0]],[0]],1]",1597877415,"false","4","vmtrtrv","tvsk"
"1560","A44",5,"J","right","under","sasan rae toltul rae koto moy koto","[[[3,3],[0]],[2]]",1597877431,"false","4","srtrkmk","tvsk"
"1561","A45",1,"E","right","atop","soko","0",1597235312,"true","1","s","svtk"
"1562","A45",1,"E","right","atop","vilval","1",1597235316,"true","1","v","svtk"
"1563","A45",1,"E","right","atop","tulkul","2",1597235319,"true","1","t","svtk"
"1564","A45",1,"E","right","atop","kinsin","3",1597235324,"true","1","k","svtk"
"1565","A45",1,"E","right","atop","tulkul rae soko","[0,[2]]",1597235335,"true","2","trs","svtk"
"1566","A45",1,"E","right","atop","soko moy vilval","[1,0]",1597235345,"true","2","smv","svtk"
"1567","A45",1,"E","right","atop","kinsin moy soko","[0,3]",1597235354,"true","2","kms","svtk"
"1568","A45",1,"E","right","atop","kinsin rae vilval","[3,[1]]",1597235365,"true","2","krv","svtk"
"1569","A45",1,"E","right","atop","kinsin moy tulkul","[2,3]",1597235372,"true","2","kmt","svtk"
"1570","A45",1,"E","right","atop","tulkul moy kinsin","[3,2]",1597235380,"true","2","tmk","svtk"
"1571","A45",1,"E","right","atop","tulkul rae soko","[2,[0]]",1597235385,"true","2","trs","svtk"
"1572","A45",1,"E","right","atop","tulkul rae vilval","[2,[1]]",1597235391,"true","2","trv","svtk"
"1573","A45",1,"E","right","atop","soko moy kinsin","[3,0]",1597235398,"false","2","smk","svtk"
"1574","A45",1,"E","right","atop","vilval rae tulkul","[1,[2]]",1597235404,"false","2","vrt","svtk"
"1575","A45",1,"E","right","atop","vilval moy soko","[0,1]",1597235414,"false","2","vms","svtk"
"1576","A45",1,"E","right","atop","vilval rae kinsin","[1,[3]]",1597235421,"false","2","vrk","svtk"
"1577","A45",1,"E","right","atop","kinsin kinsin rae tulkul rae","[[3,[3]],[2]]",1597235443,"true","3","kkrtr","svtk"
"1578","A45",1,"E","right","atop","kinsin rae soko moy tulkul","[2,[3,[0]]]",1597235455,"true","3","krsmt","svtk"
"1579","A45",1,"E","right","atop","soko rae soko moy tulkul","[0,[[2,0]]]",1597235468,"true","3","srsmt","svtk"
"1580","A45",1,"E","right","atop","tulkul moy kinsin rae soko","[[3,2],[0]]",1597235479,"true","3","tmkrs","svtk"
"1581","A45",1,"E","right","atop","vilval rae tulkul rae tulkul","[[1,[2]],[2]]",1597235489,"true","3","vrtrt","svtk"
"1582","A45",1,"E","right","atop","kinsin rae kinsin moy vilval","[1,[3,[3]]]",1597235499,"true","3","krkmv","svtk"
"1583","A45",1,"E","right","atop","vilval rae tulkul moy tulkul","[[1,[2]],2]",1597235513,"true","3","vrtmt","svtk"
"1584","A45",1,"E","right","atop","soko moy kinsin rae vilval","[[0,3],[1]]",1597235527,"true","3","smkrv","svtk"
"1585","A45",1,"E","right","atop","soko rae vilval moy vilval","[0,[[1,1]]]",1597235540,"false","3","srvmv","svtk"
"1586","A45",1,"E","right","atop","soko moy kinsin moy kinsin","[[3,3],0]",1597235549,"false","3","smkmk","svtk"
"1587","A45",1,"E","right","atop","soko moy vilval rae vilval","[[1,[1]],0]",1597235557,"false","3","smvrv","svtk"
"1588","A45",1,"E","right","atop","soko moy tulkul moy vilval","[[1,2],0]",1597235563,"false","3","smtmv","svtk"
"1589","A45",1,"E","right","atop","tulkul rae kinsin moy tulkul moy kinsin","[3,[2,[2,[3]]]]",1597235579,"false","4","trkmtmk","svtk"
"1590","A45",1,"E","right","atop","vilval rae vilval moy tulkul moy tulkul","[1,[[2,[2,1]]]]",1597235594,"false","4","vrvmtmt","svtk"
"1591","A45",1,"E","right","atop","kinsin moy vilval moy kinsin rae kinsin","[[[3,1],[3]],3]",1597235611,"false","4","kmvmkrk","svtk"
"1592","A45",1,"E","right","atop","soko rae kinsin rae vilval moy vilval","[0,[[3,[[1,1]]]]]",1597235622,"false","4","srkrvmv","svtk"
"1593","A45",1,"E","right","atop","soko moy vilval moy soko rae tulkul","[[[0,1],0],[2]]",1597235635,"false","4","smvmsrt","svtk"
"1594","A45",1,"E","right","atop","tulkul moy vilval moy soko moy tulkul","[[[2,0],1],2]",1597235646,"false","4","tmvmsmt","svtk"
"1595","A45",1,"E","right","atop","kinsin rae soko rae soko moy soko","[0,[3,[[0,[0]]]]]",1597235659,"false","4","krsrsms","svtk"
"1596","A45",1,"E","right","atop","tulkul rae vilval rae tulkul rae kinsin","[[[2,[1]],[2]],[3]]",1597235670,"false","4","trvrtrk","svtk"
"1597","A45",1,"E","right","atop","soko rae kinsin moy tulkul moy tulkul","[2,[0,[[2,3]]]]",1597235682,"false","4","srkmtmt","svtk"
"1598","A45",1,"E","right","atop","soko moy kinsin moy vilval rae vilval","[[[1,[1]],3],0]",1597235692,"false","4","smkmvrv","svtk"
"1599","A45",1,"E","right","atop","vilval moy vilval rae soko rae soko","[[[1,[0]],[0]],1]",1597235702,"false","4","vmvrsrs","svtk"
"1600","A45",1,"E","right","atop","kinsin moy kinsin rae soko rae tulkul","[[[3,3],[0]],[2]]",1597235715,"false","4","kmkrsrt","svtk"
"1601","A46",1,"L","right","under","kilkul","0",1597175515,"true","1","k","kvts"
"1602","A46",1,"L","right","under","vanva","1",1597175519,"true","1","v","kvts"
"1603","A46",1,"L","right","under","tovo","2",1597175523,"true","1","t","kvts"
"1604","A46",1,"L","right","under","sunsin","3",1597175527,"true","1","s","kvts"
"1605","A46",1,"L","right","under","tovo rae kilkul","[0,[2]]",1597175544,"true","2","trk","kvts"
"1606","A46",1,"L","right","under","vanva moy kilkul","[1,0]",1597175558,"true","2","vmk","kvts"
"1607","A46",1,"L","right","under","sunsin moy kilkul","[0,3]",1597175568,"true","2","smk","kvts"
"1608","A46",1,"L","right","under","vanva sunsin rae","[3,[1]]",1597175585,"true","2","vsr","kvts"
"1609","A46",1,"L","right","under","sunsin tovo moy","[2,3]",1597175595,"true","2","stm","kvts"
"1610","A46",1,"L","right","under","tovo sunsin moy","[3,2]",1597175605,"true","2","tsm","kvts"
"1611","A46",1,"L","right","under","kilkul tovo rae","[2,[0]]",1597175617,"true","2","ktr","kvts"
"1612","A46",1,"L","right","under","vanva tovo rae","[2,[1]]",1597175623,"true","2","vtr","kvts"
"1613","A46",1,"L","right","under","kilkul sunsin moy","[3,0]",1597175632,"false","2","ksm","kvts"
"1614","A46",1,"L","right","under","tovo vanva rae","[1,[2]]",1597175646,"false","2","tvr","kvts"
"1615","A46",1,"L","right","under","vanva kilkul moy","[0,1]",1597175653,"false","2","vkm","kvts"
"1616","A46",1,"L","right","under","sunsin vanva rae","[1,[3]]",1597175660,"false","2","svr","kvts"
"1617","A46",1,"L","right","under","tovo rae sunsin sunsin rae","[[3,[3]],[2]]",1597175692,"true","3","trssr","kvts"
"1618","A46",1,"L","right","under","kilkul sunsin rae tovo moy","[2,[3,[0]]]",1597175713,"true","3","ksrtm","kvts"
"1619","A46",1,"L","right","under","kilkul moy tovo kilkul rae","[0,[[2,0]]]",1597175741,"true","3","kmtkr","kvts"
"1620","A46",1,"L","right","under","kilkul rae rae tovo sunsin","[[3,2],[0]]",1597175772,"true","3","krrts","kvts"
"1621","A46",1,"L","right","under","rae tovo tovo vanva rae","[[1,[2]],[2]]",1597175791,"true","3","rttvr","kvts"
"1622","A46",1,"L","right","under","rae sunsin sunsin moy vanva","[1,[3,[3]]]",1597175808,"true","3","rssmv","kvts"
"1623","A46",1,"L","right","under","vanva moy vanva tovo rae","[[1,[2]],2]",1597175844,"true","3","vmvtr","kvts"
"1624","A46",1,"L","right","under","sunsin kilkul moy vanva rae","[[0,3],[1]]",1597175875,"true","3","skmvr","kvts"
"1625","A46",1,"L","right","under","rae vanva vanva moy kilkul","[0,[[1,1]]]",1597175892,"false","3","rvvmk","kvts"
"1626","A46",1,"L","right","under","moy kilkul sunsin sunsin moy","[[3,3],0]",1597175912,"false","3","mkssm","kvts"
"1627","A46",1,"L","right","under","moy kilkul rae vanva vanva","[[1,[1]],0]",1597175929,"false","3","mkrvv","kvts"
"1628","A46",1,"L","right","under","moy kilkul tovo vanva moy","[[1,2],0]",1597175947,"false","3","mktvm","kvts"
"1629","A46",1,"L","right","under","sunsin rae tovo moy tovo sunsin moy","[3,[2,[2,[3]]]]",1597175976,"false","4","srtmtsm","kvts"
"1630","A46",1,"L","right","under","vanva moy tovo tovo rae vanva moy","[1,[[2,[2,1]]]]",1597176007,"false","4","vmttrvm","kvts"
"1631","A46",1,"L","right","under","sunsin moy sunsin rae moy vanva sunsin","[[[3,1],[3]],3]",1597176036,"false","4","smsrmvs","kvts"
"1632","A46",1,"L","right","under","vanva moy vanva rae sunsin kilkul rae","[0,[[3,[[1,1]]]]]",1597176054,"false","4","vmvrskr","kvts"
"1633","A46",1,"L","right","under","tovo rae kilkul moy vanva kilkul moy","[[[0,1],0],[2]]",1597176074,"false","4","trkmvkm","kvts"
"1634","A46",1,"L","right","under","moy tovo vanva moy kilkul tovo moy","[[[2,0],1],2]",1597176096,"false","4","mtvmktm","kvts"
"1635","A46",1,"L","right","under","kilkul kilkul sunsin rae moy kilkul moy","[0,[3,[[0,[0]]]]]",1597176120,"false","4","kksrmkm","kvts"
"1636","A46",1,"L","right","under","sunsin rae tovo rae vanva rae tovo","[[[2,[1]],[2]],[3]]",1597176136,"false","4","srtrvrt","kvts"
"1637","A46",1,"L","right","under","sunsin vanva moy rae kilkul moy tovo","[2,[0,[[2,3]]]]",1597176162,"false","4","svmrkmt","kvts"
"1638","A46",1,"L","right","under","kilkul sunsin moy vanva vanva rae moy","[[[1,[1]],3],0]",1597176184,"false","4","ksmvvrm","kvts"
"1639","A46",1,"L","right","under","vanva moy kilkul kilkul rae vanva rae","[[[1,[0]],[0]],1]",1597176210,"false","4","vmkkrvr","kvts"
"1640","A46",1,"L","right","under","tovo kilkul rae sunsin sunsin moy rae","[[[3,3],[0]],[2]]",1597176234,"false","4","tkrssmr","kvts"
"1641","A47",2,"A","left","atop","sisu","0",1597250970,"true","1","s","svkt"
"1642","A47",2,"A","left","atop","vinvi","1",1597250975,"true","1","v","svkt"
"1643","A47",2,"A","left","atop","konkan","2",1597250978,"true","1","k","svkt"
"1644","A47",2,"A","left","atop","tulsul","3",1597250981,"true","1","t","svkt"
"1645","A47",2,"A","left","atop","sisu konkan rae","[0,[2]]",1597250993,"true","2","skr","svkt"
"1646","A47",2,"A","left","atop","vinvi moy sisu","[1,0]",1597251004,"true","2","vms","svkt"
"1647","A47",2,"A","left","atop","sisu moy tulsul","[0,3]",1597251010,"true","2","smt","svkt"
"1648","A47",2,"A","left","atop","tulsul vinvi rae","[3,[1]]",1597251030,"true","2","tvr","svkt"
"1649","A47",2,"A","left","atop","konkan tulsul moy","[2,3]",1597251041,"true","2","ktm","svkt"
"1650","A47",2,"A","left","atop","tulsul konkan moy","[3,2]",1597251048,"true","2","tkm","svkt"
"1651","A47",2,"A","left","atop","konkan rae sisu","[2,[0]]",1597251058,"true","2","krs","svkt"
"1652","A47",2,"A","left","atop","konkan rae vinvi","[2,[1]]",1597251065,"true","2","krv","svkt"
"1653","A47",2,"A","left","atop","tulsul sisu moy","[3,0]",1597251081,"false","2","tsm","svkt"
"1654","A47",2,"A","left","atop","vinvi konkan rae","[1,[2]]",1597251091,"false","2","vkr","svkt"
"1655","A47",2,"A","left","atop","sisu moy vinvi","[0,1]",1597251101,"false","2","smv","svkt"
"1656","A47",2,"A","left","atop","vinvi tulsul rae","[1,[3]]",1597251113,"false","2","vtr","svkt"
"1657","A47",2,"A","left","atop","tulsul rae tulsul rae konkan","[[3,[3]],[2]]",1597251130,"true","3","trtrk","svkt"
"1658","A47",2,"A","left","atop","konkan moy tulsul sisu rae","[2,[3,[0]]]",1597251146,"true","3","kmtsr","svkt"
"1659","A47",2,"A","left","atop","sisu rae konkan moy sisu","[0,[[2,0]]]",1597251162,"true","3","srkms","svkt"
"1660","A47",2,"A","left","atop","tulsul moy konkan moy vinvi","[[3,2],[0]]",1597251177,"true","3","tmkmv","svkt"
"1661","A47",2,"A","left","atop","vinvi rae konkan rae konkan","[[1,[2]],[2]]",1597251193,"true","3","vrkrk","svkt"
"1662","A47",2,"A","left","atop","vinvi moy tulsul rae tulsul","[1,[3,[3]]]",1597251204,"true","3","vmtrt","svkt"
"1663","A47",2,"A","left","atop","vinvi rae konkan moy konkan","[[1,[2]],2]",1597251215,"true","3","vrkmk","svkt"
"1664","A47",2,"A","left","atop","sisu moy konkan rae vinvi","[[0,3],[1]]",1597251226,"true","3","smkrv","svkt"
"1665","A47",2,"A","left","atop","moy sisu rae konkan moy","[0,[[1,1]]]",1597251245,"false","3","msrkm","svkt"
"1666","A47",2,"A","left","atop","tulsul moy tulsul moy sisu","[[3,3],0]",1597251257,"false","3","tmtms","svkt"
"1667","A47",2,"A","left","atop","konkan rae konkan moy sisu","[[1,[1]],0]",1597251270,"false","3","krkms","svkt"
"1668","A47",2,"A","left","atop","vinvi moy konkan moy moy","[[1,2],0]",1597251278,"false","3","vmkmm","svkt"
