,Unnamed: 0,X,workerId,hitId,assignmentId,time,condition,chain,generation,level,trialType,nameTraining,arrayTraining,seenInTraining,inAmbig,choiceArray0,choiceArray1,choiceArray2,choiceArray3,correctChoiceNumber,participantChoiceNumber,participantText,compositionalAnswer,seenInTesting,conditionCE,conditionHeadN,correctLexicon,correctedAnswers,encodingCompositional,encodingCorrected,normedCorrectness,prepHorizGloss,prepVertGloss,consonants,Grammar_HInitial-noCE-Left-Atop,Grammar_HInitial-noCE-Left-Under,Grammar_HInitial-noCE-Right-Atop,Grammar_HInitial-noCE-Right-Under,Grammar_HFinal-noCE-Left-Atop,Grammar_HFinal-noCE-Left-Under,Grammar_HFinal-noCE-Right-Atop,Grammar_HFinal-noCE-Right-Under,Grammar_HInitial-CE-Left-Atop,Grammar_HInitial-CE-Left-Under,Grammar_HInitial-CE-Right-Atop,Grammar_HInitial-CE-Right-Under,Grammar_HFinal-CE-Left-Atop,Grammar_HFinal-CE-Left-Under,Grammar_HFinal-CE-Right-Atop,Grammar_HFinal-CE-Right-Under,Grammar_HInitial-Crossed-PreP-Left-Atop,Grammar_HInitial-Crossed-PreP-Left-Under,Grammar_HInitial-Crossed-PreP-Right-Atop,Grammar_HInitial-Crossed-PreP-Right-Under,Grammar_HInitial-Crossed-PostP-Left-Atop,Grammar_HInitial-Crossed-PostP-Left-Under,Grammar_HInitial-Crossed-PostP-Right-Atop,Grammar_HInitial-Crossed-PostP-Right-Under,Grammar_HFinal-Crossed-PreP-Left-Atop,Grammar_HFinal-Crossed-PreP-Left-Under,Grammar_HFinal-Crossed-PreP-Right-Atop,Grammar_HFinal-Crossed-PreP-Right-Under,Grammar_HFinal-Crossed-PostP-Left-Atop,Grammar_HFinal-Crossed-PostP-Left-Under,Grammar_HFinal-Crossed-PostP-Right-Atop,Grammar_HFinal-Crossed-PostP-Right-Under
1273,2554,2554,A32,3KWGG5KP6J9TT0HQWVHDBK71ANWCMK,3VSOLARPKCGSW0064V791FTAP5H396,1581367360,PreNomPostPos,none,blah,3,write,,"[[[2,2],[3]],0]",False,False,,,,,,,sasin moy sasin rae koto moy toltu,toltul moy koto rae sasan moy sasan,False,branching,head final,toltul vivin sasan koto rae moy,sasan moy sasan rae koto moy toltul,tmkrsms,smsrkmt,0.42857142857142894,N,E,tvsk,smsrkmt,krsmsmt,tmsmsrk,tmkrsms,tmkrsms,tmsmsrk,krsmsmt,smsrkmt,ssktmrm,ksstmmr,tsskrmm,tkssmrm,mrmtkss,rmmtssk,mmrksst,mrmsskt,mrmsskt,rmmksst,mmrtssk,mrmtkss,ssktmrm,ksstrmm,tsskmmr,tkssmrm,mrmtkss,mmrtssk,rmmksst,mrmsskt,tkssmrm,tsskmmr,ksstrmm,ssktmrm
1274,2555,2555,A32,3KWGG5KP6J9TT0HQWVHDBK71ANWCMK,3VSOLARPKCGSW0064V791FTAP5H396,1581367383,PreNomPostPos,none,blah,3,write,,"[0,[[[1,2],3]]]",False,False,,,,,,,toltu rae vivin moy sasin moy koto,koto moy sasan moy vivin rae toltul,False,branching,head final,toltul vivin sasan koto rae moy,toltul rae vivin moy sasan moy koto,kmsmvrt,trvmsmk,0.14285714285714302,N,E,tvsk,trvmsmk,vmsmkrt,trkmsmv,kmsmvrt,kmsmvrt,trkmsmv,vmsmkrt,trvmsmk,tvskmmr,vsktrmm,tksvmmr,ksvtrmm,rmmksvt,mmrtksv,rmmvskt,mmrtvsk,rmmtvsk,mmrvskt,rmmtksv,mmrksvt,tvskrmm,vsktmmr,tksvrmm,ksvtmmr,mmrksvt,rmmtksv,mmrvskt,rmmtvsk,ksvtmmr,tksvrmm,vsktmmr,tvskrmm
1275,2556,2556,A32,3KWGG5KP6J9TT0HQWVHDBK71ANWCMK,3VSOLARPKCGSW0064V791FTAP5H396,1581367408,PreNomPostPos,none,blah,3,write,,"[[2,[1,[0]]],[1]]",False,False,,,,,,,sasin moy vivin rae tulto rae vivin,vivin rae toltul rae vivin moy sasan,False,branching,head final,toltul vivin sasan koto rae moy,sasan moy vivin rae toltul rae vivin,vrtrvms,smvrtrv,0.42857142857142894,N,E,tvsk,smvrtrv,vrsmtrv,vrtmsrv,vrtrvms,vrtrvms,vrtmsrv,vrsmtrv,smvrtrv,svtvrrm,vstvrmr,vtsvrmr,vtvsmrr,mrrvtvs,rmrvtsv,rmrvstv,rrmsvtv,mrrsvtv,rmrvstv,rmrvtsv,rrmvtvs,svtvmrr,vstvrmr,vtsvrmr,vtvsrrm,rrmvtvs,rmrvtsv,rmrvstv,mrrsvtv,vtvsrrm,vtsvrmr,vstvrmr,svtvmrr
1276,2557,2557,A32,3KWGG5KP6J9TT0HQWVHDBK71ANWCMK,3VSOLARPKCGSW0064V791FTAP5H396,1581367429,PreNomPostPos,none,blah,3,write,,"[2,[[[1,[3]],3]]]",False,False,,,,,,,sasin rae vivin rae koto moy koto,koto moy koto rae vivin rae sasan,False,branching,head final,toltul vivin sasan koto rae moy,sasan rae vivin rae koto moy koto,kmkrvrs,srvrkmk,0.14285714285714302,N,E,tvsk,srvrkmk,krvmkrs,srkmvrk,kmkrvrs,kmkrvrs,srkmvrk,krvmkrs,srvrkmk,svkkmrr,kvksrmr,skvkrmr,kkvsrrm,rrmkkvs,rmrskvk,rmrkvks,mrrsvkk,rrmsvkk,rmrkvks,rmrskvk,mrrkkvs,svkkrrm,kvksrmr,skvkrmr,kkvsmrr,mrrkkvs,rmrskvk,rmrkvks,rrmsvkk,kkvsmrr,skvkrmr,kvksrmr,svkkrrm
1277,2558,2558,A32,3KWGG5KP6J9TT0HQWVHDBK71ANWCMK,3VSOLARPKCGSW0064V791FTAP5H396,1581367453,PreNomPostPos,none,blah,3,write,,"[0,[[[1,[3]],[0]]]]",False,False,,,,,,,toltu rae vivin rae koto rae toltu,toltul rae koto rae vivin rae toltul,False,branching,head final,toltul vivin sasan koto rae moy,toltul rae vivin rae koto rae toltul,trkrvrt,trvrkrt,0.7142857142857142,N,E,tvsk,trvrkrt,trkrvrt,trvrkrt,trkrvrt,trkrvrt,trvrkrt,trkrvrt,trvrkrt,tvktrrr,tkvtrrr,tvktrrr,tkvtrrr,rrrtkvt,rrrtvkt,rrrtkvt,rrrtvkt,rrrtvkt,rrrtkvt,rrrtvkt,rrrtkvt,tvktrrr,tkvtrrr,tvktrrr,tkvtrrr,rrrtkvt,rrrtvkt,rrrtkvt,rrrtvkt,tkvtrrr,tvktrrr,tkvtrrr,tvktrrr
1278,2559,2559,A32,3KWGG5KP6J9TT0HQWVHDBK71ANWCMK,3VSOLARPKCGSW0064V791FTAP5H396,1581367470,PreNomPostPos,none,blah,3,write,,"[[[3,1],[3]],2]",False,False,,,,,,,koto moy vivn rae koto moy sasin,sasan moy koto rae vivin moy koto,False,branching,head final,toltul vivin sasan koto rae moy,koto moy vivin rae koto moy sasan,smkrvmk,kmvrkms,0.42857142857142894,N,E,tvsk,kmvrkms,krkmvms,smvmkrk,smkrvmk,smkrvmk,smvmkrk,krkmvms,kmvrkms,kvksmrm,kkvsmmr,svkkrmm,skvkmrm,mrmskvk,rmmsvkk,mmrkkvs,mrmkvks,mrmkvks,rmmkkvs,mmrsvkk,mrmskvk,kvksmrm,kkvsrmm,svkkmmr,skvkmrm,mrmskvk,mmrsvkk,rmmkkvs,mrmkvks,skvkmrm,svkkmmr,kkvsrmm,kvksmrm
1279,2560,2560,A32,3KWGG5KP6J9TT0HQWVHDBK71ANWCMK,3VSOLARPKCGSW0064V791FTAP5H396,1581367488,PreNomPostPos,none,blah,3,write,,"[[3,[[2,[2]]]],[0]]",False,False,,,,,,,koto rae sasin rae sasin rae toltu,toltul rae sasan rae sasan rae koto,False,branching,head final,toltul vivin sasan koto rae moy,koto rae sasan rae sasan rae toltul,trsrsrk,krsrsrt,0.7142857142857142,N,E,tvsk,krsrsrt,trsrsrk,krsrsrt,trsrsrk,trsrsrk,krsrsrt,trsrsrk,krsrsrt,ksstrrr,tsskrrr,ksstrrr,tsskrrr,rrrtssk,rrrksst,rrrtssk,rrrksst,rrrksst,rrrtssk,rrrksst,rrrtssk,ksstrrr,tsskrrr,ksstrrr,tsskrrr,rrrtssk,rrrksst,rrrtssk,rrrksst,tsskrrr,ksstrrr,tsskrrr,ksstrrr
1280,2601,2601,A33,3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N,3J88R45B2H5P4LNR59AUULIT1E5XPK,1581514522,PostNomPrePos,none,blah,0,write,,0,True,False,,,,,,,Valtal,valtal,True,branching,head initial,valtal kolkul siso tontin rae moy,valtal,v,v,1.0,N,E,vkst,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v
1281,2602,2602,A33,3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N,3J88R45B2H5P4LNR59AUULIT1E5XPK,1581514528,PostNomPrePos,none,blah,0,write,,1,True,False,,,,,,,Kolkul,kolkul,True,branching,head initial,valtal kolkul siso tontin rae moy,kolkul,k,k,1.0,N,E,vkst,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k
1282,2603,2603,A33,3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N,3J88R45B2H5P4LNR59AUULIT1E5XPK,1581514535,PostNomPrePos,none,blah,0,write,,2,True,False,,,,,,,siso,siso,True,branching,head initial,valtal kolkul siso tontin rae moy,siso,s,s,1.0,N,E,vkst,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
1283,2604,2604,A33,3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N,3J88R45B2H5P4LNR59AUULIT1E5XPK,1581514540,PostNomPrePos,none,blah,0,write,,3,True,False,,,,,,,tontin,tontin,True,branching,head initial,valtal kolkul siso tontin rae moy,tontin,t,t,1.0,N,E,vkst,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t
1284,2605,2605,A33,3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N,3J88R45B2H5P4LNR59AUULIT1E5XPK,1581514563,PostNomPrePos,none,blah,1,write,,"[0,[0]]",True,False,,,,,,,valtal ray valtal,valtal rae valtal,True,branching,head initial,valtal kolkul siso tontin rae moy,valtal rae valtal,vrv,vrv,1.0,N,E,vkst,vrv,vrv,vrv,vrv,vrv,vrv,vrv,vrv,vvr,vvr,vvr,vvr,rvv,rvv,rvv,rvv,rvv,rvv,rvv,rvv,vvr,vvr,vvr,vvr,rvv,rvv,rvv,rvv,vvr,vvr,vvr,vvr
1285,2606,2606,A33,3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N,3J88R45B2H5P4LNR59AUULIT1E5XPK,1581514582,PostNomPrePos,none,blah,1,write,,"[1,3]",True,False,,,,,,,kolkul moy tontin,kolkul moy tontin,True,branching,head initial,valtal kolkul siso tontin rae moy,kolkul moy tontin,kmt,kmt,1.0,N,E,vkst,kmt,kmt,tmk,tmk,tmk,tmk,kmt,kmt,ktm,ktm,tkm,tkm,mtk,mtk,mkt,mkt,mkt,mkt,mtk,mtk,ktm,ktm,tkm,tkm,mtk,mtk,mkt,mkt,tkm,tkm,ktm,ktm
1286,2607,2607,A33,3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N,3J88R45B2H5P4LNR59AUULIT1E5XPK,1581514600,PostNomPrePos,none,blah,1,write,,"[3,0]",False,False,,,,,,,tontin moy valtal,tontin moy valtal,False,branching,head initial,valtal kolkul siso tontin rae moy,tontin moy valtal,tmv,tmv,1.0,N,E,vkst,tmv,tmv,vmt,vmt,vmt,vmt,tmv,tmv,tvm,tvm,vtm,vtm,mvt,mvt,mtv,mtv,mtv,mtv,mvt,mvt,tvm,tvm,vtm,vtm,mvt,mvt,mtv,mtv,vtm,vtm,tvm,tvm
1287,2608,2608,A33,3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N,3J88R45B2H5P4LNR59AUULIT1E5XPK,1581514637,PostNomPrePos,none,blah,1,write,,"[3,2]",False,False,,,,,,,tontin moy siso,tontin moy siso,False,branching,head initial,valtal kolkul siso tontin rae moy,tontin moy siso,tms,tms,1.0,N,E,vkst,tms,tms,smt,smt,smt,smt,tms,tms,tsm,tsm,stm,stm,mst,mst,mts,mts,mts,mts,mst,mst,tsm,tsm,stm,stm,mst,mst,mts,mts,stm,stm,tsm,tsm
1288,2609,2609,A33,3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N,3J88R45B2H5P4LNR59AUULIT1E5XPK,1581514651,PostNomPrePos,none,blah,1,write,,"[0,3]",False,False,,,,,,,valtal moy tontin,valtal moy tontin,False,branching,head initial,valtal kolkul siso tontin rae moy,valtal moy tontin,vmt,vmt,1.0,N,E,vkst,vmt,vmt,tmv,tmv,tmv,tmv,vmt,vmt,vtm,vtm,tvm,tvm,mtv,mtv,mvt,mvt,mvt,mvt,mtv,mtv,vtm,vtm,tvm,tvm,mtv,mtv,mvt,mvt,tvm,tvm,vtm,vtm
1289,2610,2610,A33,3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N,3J88R45B2H5P4LNR59AUULIT1E5XPK,1581514666,PostNomPrePos,none,blah,1,write,,"[1,0]",True,False,,,,,,,kolkul moy valtal,kolkul moy valtal,True,branching,head initial,valtal kolkul siso tontin rae moy,kolkul moy valtal,kmv,kmv,1.0,N,E,vkst,kmv,kmv,vmk,vmk,vmk,vmk,kmv,kmv,kvm,kvm,vkm,vkm,mvk,mvk,mkv,mkv,mkv,mkv,mvk,mvk,kvm,kvm,vkm,vkm,mvk,mvk,mkv,mkv,vkm,vkm,kvm,kvm
1290,2611,2611,A33,3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N,3J88R45B2H5P4LNR59AUULIT1E5XPK,1581514689,PostNomPrePos,none,blah,1,write,,"[1,2]",False,False,,,,,,,kolkul moy tontin,kolkul moy siso,False,branching,head initial,valtal kolkul siso tontin rae moy,kolkul moy tontin,kms,kmt,0.666666666666667,N,E,vkst,kms,kms,smk,smk,smk,smk,kms,kms,ksm,ksm,skm,skm,msk,msk,mks,mks,mks,mks,msk,msk,ksm,ksm,skm,skm,msk,msk,mks,mks,skm,skm,ksm,ksm
1291,2612,2612,A33,3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N,3J88R45B2H5P4LNR59AUULIT1E5XPK,1581514709,PostNomPrePos,none,blah,1,write,,"[3,[1]]",True,False,,,,,,,tontin ray kolkul,tontin rae kolkul,True,branching,head initial,valtal kolkul siso tontin rae moy,tontin rae kolkul,trk,trk,1.0,N,E,vkst,trk,krt,trk,krt,krt,trk,krt,trk,tkr,ktr,tkr,ktr,rkt,rtk,rkt,rtk,rtk,rkt,rtk,rkt,tkr,ktr,tkr,ktr,rkt,rtk,rkt,rtk,ktr,tkr,ktr,tkr
1292,2613,2613,A33,3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N,3J88R45B2H5P4LNR59AUULIT1E5XPK,1581514725,PostNomPrePos,none,blah,1,write,,"[3,[2]]",True,False,,,,,,,tontin ray siso,tontin rae siso,True,branching,head initial,valtal kolkul siso tontin rae moy,tontin rae siso,trs,trs,1.0,N,E,vkst,trs,srt,trs,srt,srt,trs,srt,trs,tsr,str,tsr,str,rst,rts,rst,rts,rts,rst,rts,rst,tsr,str,tsr,str,rst,rts,rst,rts,str,tsr,str,tsr
1293,2614,2614,A33,3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N,3J88R45B2H5P4LNR59AUULIT1E5XPK,1581514737,PostNomPrePos,none,blah,1,write,,"[1,1]",True,False,,,,,,,kolkul moy kolkul,kolkul moy kolkul,True,branching,head initial,valtal kolkul siso tontin rae moy,kolkul moy kolkul,kmk,kmk,1.0,N,E,vkst,kmk,kmk,kmk,kmk,kmk,kmk,kmk,kmk,kkm,kkm,kkm,kkm,mkk,mkk,mkk,mkk,mkk,mkk,mkk,mkk,kkm,kkm,kkm,kkm,mkk,mkk,mkk,mkk,kkm,kkm,kkm,kkm
1294,2615,2615,A33,3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N,3J88R45B2H5P4LNR59AUULIT1E5XPK,1581514753,PostNomPrePos,none,blah,1,write,,"[3,[0]]",True,False,,,,,,,tontin ray valtal,tontin rae valtal,True,branching,head initial,valtal kolkul siso tontin rae moy,tontin rae valtal,trv,trv,1.0,N,E,vkst,trv,vrt,trv,vrt,vrt,trv,vrt,trv,tvr,vtr,tvr,vtr,rvt,rtv,rvt,rtv,rtv,rvt,rtv,rvt,tvr,vtr,tvr,vtr,rvt,rtv,rvt,rtv,vtr,tvr,vtr,tvr
1295,2616,2616,A33,3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N,3J88R45B2H5P4LNR59AUULIT1E5XPK,1581514774,PostNomPrePos,none,blah,1,write,,"[2,1]",True,False,,,,,,,siso moy kolkul,siso moy kolkul,True,branching,head initial,valtal kolkul siso tontin rae moy,siso moy kolkul,smk,smk,1.0,N,E,vkst,smk,smk,kms,kms,kms,kms,smk,smk,skm,skm,ksm,ksm,mks,mks,msk,msk,msk,msk,mks,mks,skm,skm,ksm,ksm,mks,mks,msk,msk,ksm,ksm,skm,skm
1296,2617,2617,A33,3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N,3J88R45B2H5P4LNR59AUULIT1E5XPK,1581514796,PostNomPrePos,none,blah,2,write,,"[2,[2,[2]]]",True,False,,,,,,,siso moy siso ray siso,siso moy siso rae siso,True,branching,head initial,valtal kolkul siso tontin rae moy,siso moy siso rae siso,smsrs,smsrs,1.0,N,E,vkst,smsrs,smsrs,srsms,srsms,srsms,srsms,smsrs,smsrs,sssrm,sssrm,sssmr,sssmr,mrsss,mrsss,rmsss,rmsss,mrsss,mrsss,rmsss,rmsss,sssmr,sssmr,sssrm,sssrm,rmsss,rmsss,mrsss,mrsss,sssrm,sssrm,sssmr,sssmr
1297,2618,2618,A33,3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N,3J88R45B2H5P4LNR59AUULIT1E5XPK,1581514815,PostNomPrePos,none,blah,2,write,,"[1,[[3,2]]]",False,False,,,,,,,kolkul ray tontin moy siso,kolkul rae tontin moy siso,False,branching,head initial,valtal kolkul siso tontin rae moy,kolkul rae tontin moy siso,krtms,krtms,1.0,N,E,vkst,krtms,tmsrk,krsmt,smtrk,smtrk,krsmt,tmsrk,krtms,ktsmr,tskrm,kstmr,stkrm,rmstk,mrkst,rmtsk,mrkts,rmkts,mrtsk,rmkst,mrstk,ktsrm,tskmr,kstrm,stkmr,mrstk,rmkst,mrtsk,rmkts,stkmr,kstrm,tskmr,ktsrm
1298,2619,2619,A33,3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N,3J88R45B2H5P4LNR59AUULIT1E5XPK,1581514840,PostNomPrePos,none,blah,2,write,,"[[0,[1]],3]",False,True,,,,,,,valtal ray kolkul moy tontin,valtal rae kolkul moy tontin,False,branching,head initial,valtal kolkul siso tontin rae moy,valtal rae kolkul moy tontin,vrkmt,vrkmt,1.0,N,E,vkst,vrkmt,krvmt,tmvrk,tmkrv,tmkrv,tmvrk,krvmt,vrkmt,vktmr,kvtmr,tvkrm,tkvrm,rmtkv,rmtvk,mrkvt,mrvkt,rmvkt,rmkvt,mrtvk,mrtkv,vktrm,kvtrm,tvkmr,tkvmr,mrtkv,mrtvk,rmkvt,rmvkt,tkvmr,tvkmr,kvtrm,vktrm
1299,2620,2620,A33,3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N,3J88R45B2H5P4LNR59AUULIT1E5XPK,1581514860,PostNomPrePos,none,blah,2,write,,"[2,[[3,[3]]]]",False,False,,,,,,,siso ray tontin ray tontin,siso rae tontin rae tontin,False,branching,head initial,valtal kolkul siso tontin rae moy,siso rae tontin rae tontin,srtrt,srtrt,1.0,N,E,vkst,srtrt,trtrs,srtrt,trtrs,trtrs,srtrt,trtrs,srtrt,sttrr,ttsrr,sttrr,ttsrr,rrtts,rrstt,rrtts,rrstt,rrstt,rrtts,rrstt,rrtts,sttrr,ttsrr,sttrr,ttsrr,rrtts,rrstt,rrtts,rrstt,ttsrr,sttrr,ttsrr,sttrr
1300,2621,2621,A33,3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N,3J88R45B2H5P4LNR59AUULIT1E5XPK,1581514883,PostNomPrePos,none,blah,2,write,,"[1,[[0,0]]]",True,False,,,,,,,kolkul ray valtal moy valtal,kolkul rae valtal moy valtal,True,branching,head initial,valtal kolkul siso tontin rae moy,kolkul rae valtal moy valtal,krvmv,krvmv,1.0,N,E,vkst,krvmv,vmvrk,krvmv,vmvrk,vmvrk,krvmv,vmvrk,krvmv,kvvmr,vvkrm,kvvmr,vvkrm,rmvvk,mrkvv,rmvvk,mrkvv,rmkvv,mrvvk,rmkvv,mrvvk,kvvrm,vvkmr,kvvrm,vvkmr,mrvvk,rmkvv,mrvvk,rmkvv,vvkmr,kvvrm,vvkmr,kvvrm
1301,2622,2622,A33,3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N,3J88R45B2H5P4LNR59AUULIT1E5XPK,1581514900,PostNomPrePos,none,blah,2,write,,"[[3,0],0]",True,False,,,,,,,tontin moy valtal moy valtal,tontin moy valtal moy valtal,True,branching,head initial,valtal kolkul siso tontin rae moy,tontin moy valtal moy valtal,tmvmv,tmvmv,1.0,N,E,vkst,tmvmv,tmvmv,vmvmt,vmvmt,vmvmt,vmvmt,tmvmv,tmvmv,tvvmm,tvvmm,vvtmm,vvtmm,mmvvt,mmvvt,mmtvv,mmtvv,mmtvv,mmtvv,mmvvt,mmvvt,tvvmm,tvvmm,vvtmm,vvtmm,mmvvt,mmvvt,mmtvv,mmtvv,vvtmm,vvtmm,tvvmm,tvvmm
1302,2623,2623,A33,3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N,3J88R45B2H5P4LNR59AUULIT1E5XPK,1581514917,PostNomPrePos,none,blah,2,write,,"[[1,0],[3]]",True,False,,,,,,,kolkul moy valtal ray tontin,kolkul moy valtal rae tontin,True,branching,head initial,valtal kolkul siso tontin rae moy,kolkul moy valtal rae tontin,kmvrt,kmvrt,1.0,N,E,vkst,kmvrt,trkmv,vmkrt,trvmk,trvmk,vmkrt,trkmv,kmvrt,kvtrm,tkvmr,vktrm,tvkmr,mrtvk,rmvkt,mrtkv,rmkvt,mrkvt,rmtkv,mrvkt,rmtvk,kvtmr,tkvrm,vktmr,tvkrm,rmtvk,mrvkt,rmtkv,mrkvt,tvkrm,vktmr,tkvrm,kvtmr
1303,2624,2624,A33,3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N,3J88R45B2H5P4LNR59AUULIT1E5XPK,1581514940,PostNomPrePos,none,blah,2,write,,"[0,[2,2]]",True,False,,,,,,,valtal moy siso moy siso,valtal moy siso moy siso,True,branching,head initial,valtal kolkul siso tontin rae moy,valtal moy siso moy siso,vmsms,vmsms,1.0,N,E,vkst,vmsms,vmsms,smsmv,smsmv,smsmv,smsmv,vmsms,vmsms,vssmm,vssmm,ssvmm,ssvmm,mmssv,mmssv,mmvss,mmvss,mmvss,mmvss,mmssv,mmssv,vssmm,vssmm,ssvmm,ssvmm,mmssv,mmssv,mmvss,mmvss,ssvmm,ssvmm,vssmm,vssmm
1304,2625,2625,A33,3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N,3J88R45B2H5P4LNR59AUULIT1E5XPK,1581514961,PostNomPrePos,none,blah,2,write,,"[0,[[1,3]]]",False,True,,,,,,,valtal ray kolkul moy tontin,valtal rae kolkul moy tontin,False,branching,head initial,valtal kolkul siso tontin rae moy,valtal rae kolkul moy tontin,vrkmt,vrkmt,1.0,N,E,vkst,vrkmt,kmtrv,vrtmk,tmkrv,tmkrv,vrtmk,kmtrv,vrkmt,vktmr,ktvrm,vtkmr,tkvrm,rmtkv,mrvtk,rmktv,mrvkt,rmvkt,mrktv,rmvtk,mrtkv,vktrm,ktvmr,vtkrm,tkvmr,mrtkv,rmvtk,mrktv,rmvkt,tkvmr,vtkrm,ktvmr,vktrm
1305,2626,2626,A33,3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N,3J88R45B2H5P4LNR59AUULIT1E5XPK,1581514980,PostNomPrePos,none,blah,2,write,,"[[1,0],[1]]",True,False,,,,,,,kolkul moy valtal ray valtal,kolkul moy valtal rae kolkul,True,branching,head initial,valtal kolkul siso tontin rae moy,kolkul moy valtal rae valtal,kmvrk,kmvrv,0.8,N,E,vkst,kmvrk,krkmv,vmkrk,krvmk,krvmk,vmkrk,krkmv,kmvrk,kvkrm,kkvmr,vkkrm,kvkmr,mrkvk,rmvkk,mrkkv,rmkvk,mrkvk,rmkkv,mrvkk,rmkvk,kvkmr,kkvrm,vkkmr,kvkrm,rmkvk,mrvkk,rmkkv,mrkvk,kvkrm,vkkmr,kkvrm,kvkmr
1306,2627,2627,A33,3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N,3J88R45B2H5P4LNR59AUULIT1E5XPK,1581515002,PostNomPrePos,none,blah,2,write,,"[[2,[2]],0]",True,False,,,,,,,tontin ray tontin moy valtal,siso rae siso moy valtal,True,branching,head initial,valtal kolkul siso tontin rae moy,tontin rae tontin moy valtal,srsmv,trtmv,0.6,N,E,vkst,srsmv,srsmv,vmsrs,vmsrs,vmsrs,vmsrs,srsmv,srsmv,ssvmr,ssvmr,vssrm,vssrm,rmvss,rmvss,mrssv,mrssv,rmssv,rmssv,mrvss,mrvss,ssvrm,ssvrm,vssmr,vssmr,mrvss,mrvss,rmssv,rmssv,vssmr,vssmr,ssvrm,ssvrm
1307,2628,2628,A33,3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N,3J88R45B2H5P4LNR59AUULIT1E5XPK,1581515026,PostNomPrePos,none,blah,2,write,,"[3,[[0,[0]]]]",True,False,,,,,,,tontin ray valtal ray valtal,tontin rae valtal rae valtal,True,branching,head initial,valtal kolkul siso tontin rae moy,tontin rae valtal rae valtal,trvrv,trvrv,1.0,N,E,vkst,trvrv,vrvrt,trvrv,vrvrt,vrvrt,trvrv,vrvrt,trvrv,tvvrr,vvtrr,tvvrr,vvtrr,rrvvt,rrtvv,rrvvt,rrtvv,rrtvv,rrvvt,rrtvv,rrvvt,tvvrr,vvtrr,tvvrr,vvtrr,rrvvt,rrtvv,rrvvt,rrtvv,vvtrr,tvvrr,vvtrr,tvvrr
1308,2629,2629,A33,3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N,3J88R45B2H5P4LNR59AUULIT1E5XPK,1581515066,PostNomPrePos,none,blah,3,write,,"[0,[[0,[2,[0]]]]]",False,False,,,,,,,valtal ray valtal moy siso ray valtal,valtal rae valtal moy siso rae valtal,False,branching,head initial,valtal kolkul siso tontin rae moy,valtal rae valtal moy siso rae valtal,vrvmsrv,vrvmsrv,1.0,N,E,vkst,vrvmsrv,vmvrsrv,vrsrvmv,vrsmvrv,vrsmvrv,vrsrvmv,vmvrsrv,vrvmsrv,vvsvrmr,vvsvrrm,vsvvmrr,vsvvrmr,rmrvsvv,mrrvsvv,rrmvvsv,rmrvvsv,rmrvvsv,mrrvvsv,rrmvsvv,rmrvsvv,vvsvrmr,vvsvmrr,vsvvrrm,vsvvrmr,rmrvsvv,rrmvsvv,mrrvvsv,rmrvvsv,vsvvrmr,vsvvrrm,vvsvmrr,vvsvrmr
