,Unnamed: 0,X,workerId,hitId,assignmentId,time,condition,chain,generation,level,trialType,nameTraining,arrayTraining,seenInTraining,inAmbig,choiceArray0,choiceArray1,choiceArray2,choiceArray3,correctChoiceNumber,participantChoiceNumber,participantText,compositionalAnswer,seenInTesting,conditionCE,conditionHeadN,correctLexicon,correctedAnswers,encodingCompositional,encodingCorrected,normedCorrectness,prepHorizGloss,prepVertGloss,consonants,Grammar_HInitial-noCE-Left-Atop,Grammar_HInitial-noCE-Left-Under,Grammar_HInitial-noCE-Right-Atop,Grammar_HInitial-noCE-Right-Under,Grammar_HFinal-noCE-Left-Atop,Grammar_HFinal-noCE-Left-Under,Grammar_HFinal-noCE-Right-Atop,Grammar_HFinal-noCE-Right-Under,Grammar_HInitial-CE-Left-Atop,Grammar_HInitial-CE-Left-Under,Grammar_HInitial-CE-Right-Atop,Grammar_HInitial-CE-Right-Under,Grammar_HFinal-CE-Left-Atop,Grammar_HFinal-CE-Left-Under,Grammar_HFinal-CE-Right-Atop,Grammar_HFinal-CE-Right-Under,Grammar_HInitial-Crossed-PreP-Left-Atop,Grammar_HInitial-Crossed-PreP-Left-Under,Grammar_HInitial-Crossed-PreP-Right-Atop,Grammar_HInitial-Crossed-PreP-Right-Under,Grammar_HInitial-Crossed-PostP-Left-Atop,Grammar_HInitial-Crossed-PostP-Left-Under,Grammar_HInitial-Crossed-PostP-Right-Atop,Grammar_HInitial-Crossed-PostP-Right-Under,Grammar_HFinal-Crossed-PreP-Left-Atop,Grammar_HFinal-Crossed-PreP-Left-Under,Grammar_HFinal-Crossed-PreP-Right-Atop,Grammar_HFinal-Crossed-PreP-Right-Under,Grammar_HFinal-Crossed-PostP-Left-Atop,Grammar_HFinal-Crossed-PostP-Left-Under,Grammar_HFinal-Crossed-PostP-Right-Atop,Grammar_HFinal-Crossed-PostP-Right-Under
1309,2630,2630,A33,3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N,3J88R45B2H5P4LNR59AUULIT1E5XPK,1581515087,PostNomPrePos,none,blah,3,write,,"[[[1,1],[3]],3]",False,False,,,,,,,kolkul moy kolkul ray siso moy siso,kolkul moy kolkul rae tontin moy tontin,False,branching,head initial,valtal kolkul siso tontin rae moy,kolkul moy kolkul rae siso moy siso,kmkrtmt,kmkrsms,0.7142857142857142,N,E,vkst,kmkrtmt,trkmkmt,tmkmkrt,tmtrkmk,tmtrkmk,tmkmkrt,trkmkmt,kmkrtmt,kkttmrm,tkktmmr,tkktrmm,ttkkmrm,mrmttkk,rmmtkkt,mmrtkkt,mrmkktt,mrmkktt,rmmtkkt,mmrtkkt,mrmttkk,kkttmrm,tkktrmm,tkktmmr,ttkkmrm,mrmttkk,mmrtkkt,rmmtkkt,mrmkktt,ttkkmrm,tkktmmr,tkktrmm,kkttmrm
1310,2631,2631,A33,3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N,3J88R45B2H5P4LNR59AUULIT1E5XPK,1581515116,PostNomPrePos,none,blah,3,write,,"[0,[[[1,2],3]]]",False,False,,,,,,,valtal ray kolkul moy siso moy tontin,valtal rae kolkul moy siso moy tontin,False,branching,head initial,valtal kolkul siso tontin rae moy,valtal rae kolkul moy siso moy tontin,vrkmsmt,vrkmsmt,1.0,N,E,vkst,vrkmsmt,kmsmtrv,vrtmsmk,tmsmkrv,tmsmkrv,vrtmsmk,kmsmtrv,vrkmsmt,vkstmmr,kstvrmm,vtskmmr,tskvrmm,rmmtskv,mmrvtsk,rmmkstv,mmrvkst,rmmvkst,mmrkstv,rmmvtsk,mmrtskv,vkstrmm,kstvmmr,vtskrmm,tskvmmr,mmrtskv,rmmvtsk,mmrkstv,rmmvkst,tskvmmr,vtskrmm,kstvmmr,vkstrmm
1311,2632,2632,A33,3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N,3J88R45B2H5P4LNR59AUULIT1E5XPK,1581515141,PostNomPrePos,none,blah,3,write,,"[2,[[0,[[0,3]]]]]",False,False,,,,,,,siso ray valtal ray valtal moy tontin,siso rae valtal rae valtal moy tontin,False,branching,head initial,valtal kolkul siso tontin rae moy,siso rae valtal rae valtal moy tontin,srvrvmt,srvrvmt,1.0,N,E,vkst,srvrvmt,vmtrvrs,srvrtmv,tmvrvrs,tmvrvrs,srvrtmv,vmtrvrs,srvrvmt,svvtmrr,vtvsrrm,svtvmrr,tvvsrrm,rrmtvvs,mrrsvtv,rrmvtvs,mrrsvvt,rrmsvvt,mrrvtvs,rrmsvtv,mrrtvvs,svvtrrm,vtvsmrr,svtvrrm,tvvsmrr,mrrtvvs,rrmsvtv,mrrvtvs,rrmsvvt,tvvsmrr,svtvrrm,vtvsmrr,svvtrrm
1312,2633,2633,A33,3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N,3J88R45B2H5P4LNR59AUULIT1E5XPK,1581515167,PostNomPrePos,none,blah,3,write,,"[3,[1,[[3,[2]]]]]",False,False,,,,,,,tontin moy kolkul ray tontin ray siso,tontin moy kolkul rae tontin rae siso,False,branching,head initial,valtal kolkul siso tontin rae moy,tontin moy kolkul rae tontin rae siso,tmkrtrs,tmkrtrs,1.0,N,E,vkst,tmkrtrs,tmsrtrk,krtrsmt,srtrkmt,srtrkmt,krtrsmt,tmsrtrk,tmkrtrs,tktsrrm,tstkrrm,ktstmrr,stktmrr,mrrstkt,mrrktst,rrmtstk,rrmtkts,mrrtkts,mrrtstk,rrmktst,rrmstkt,tktsmrr,tstkmrr,ktstrrm,stktrrm,rrmstkt,rrmktst,mrrtstk,mrrtkts,stktrrm,ktstrrm,tstkmrr,tktsmrr
1313,2634,2634,A33,3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N,3J88R45B2H5P4LNR59AUULIT1E5XPK,1581515194,PostNomPrePos,none,blah,3,write,,"[[0,[[1,2]]],3]",False,False,,,,,,,valtal ray kolkul moy siso moy tontin,valtal rae kolkul moy siso moy tontin,False,branching,head initial,valtal kolkul siso tontin rae moy,valtal rae kolkul moy siso moy tontin,vrkmsmt,vrkmsmt,1.0,N,E,vkst,vrkmsmt,kmsrvmt,tmvrsmk,tmsmkrv,tmsmkrv,tmvrsmk,kmsrvmt,vrkmsmt,vkstmmr,ksvtmrm,tvskmrm,tskvrmm,rmmtskv,mrmtvsk,mrmksvt,mmrvkst,rmmvkst,mrmksvt,mrmtvsk,mmrtskv,vkstrmm,ksvtmrm,tvskmrm,tskvmmr,mmrtskv,mrmtvsk,mrmksvt,rmmvkst,tskvmmr,tvskmrm,ksvtmrm,vkstrmm
1314,2635,2635,A33,3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N,3J88R45B2H5P4LNR59AUULIT1E5XPK,1581515221,PostNomPrePos,none,blah,3,write,,"[[[3,0],[0]],[1]]",False,False,,,,,,,tontin moy valtal ray valtal ray kolkul,tontin moy valtal rae valtal rae kolkul,False,branching,head initial,valtal kolkul siso tontin rae moy,tontin moy valtal rae valtal rae kolkul,tmvrvrk,tmvrvrk,1.0,N,E,vkst,tmvrvrk,krvrtmv,vmtrvrk,krvrvmt,krvrvmt,vmtrvrk,krvrtmv,tmvrvrk,tvvkrrm,kvtvmrr,vtvkrrm,kvvtmrr,mrrkvvt,rrmvtvk,mrrkvtv,rrmtvvk,mrrtvvk,rrmkvtv,mrrvtvk,rrmkvvt,tvvkmrr,kvtvrrm,vtvkmrr,kvvtrrm,rrmkvvt,mrrvtvk,rrmkvtv,mrrtvvk,kvvtrrm,vtvkmrr,kvtvrrm,tvvkmrr
1315,2636,2636,A33,3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N,3J88R45B2H5P4LNR59AUULIT1E5XPK,1581515243,PostNomPrePos,none,blah,3,write,,"[3,[[3,[2,2]]]]",False,False,,,,,,,tontin ray tontin moy siso moy siso,tontin rae tontin moy siso moy siso,False,branching,head initial,valtal kolkul siso tontin rae moy,tontin rae tontin moy siso moy siso,trtmsms,trtmsms,1.0,N,E,vkst,trtmsms,tmsmsrt,trsmsmt,smsmtrt,smsmtrt,trsmsmt,tmsmsrt,trtmsms,ttssmmr,tsstrmm,tsstmmr,ssttrmm,rmmsstt,mmrtsst,rmmtsst,mmrttss,rmmttss,mmrtsst,rmmtsst,mmrsstt,ttssrmm,tsstmmr,tsstrmm,ssttmmr,mmrsstt,rmmtsst,mmrtsst,rmmttss,ssttmmr,tsstrmm,tsstmmr,ttssrmm
1316,2637,2637,A33,3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N,3J88R45B2H5P4LNR59AUULIT1E5XPK,1581515272,PostNomPrePos,none,blah,3,write,,"[2,[[[2,[0]],1]]]",False,False,,,,,,,siso ray siso ray valtal moy kolkul,siso rae siso rae valtal moy kolkul,False,branching,head initial,valtal kolkul siso tontin rae moy,siso rae siso rae valtal moy kolkul,srsrvmk,srsrvmk,1.0,N,E,vkst,srsrvmk,vrsmkrs,srkmsrv,kmvrsrs,kmvrsrs,srkmsrv,vrsmkrs,srsrvmk,ssvkmrr,vsksrmr,sksvrmr,kvssrrm,rrmkvss,rmrsksv,rmrvsks,mrrssvk,rrmssvk,rmrvsks,rmrsksv,mrrkvss,ssvkrrm,vsksrmr,sksvrmr,kvssmrr,mrrkvss,rmrsksv,rmrvsks,rrmssvk,kvssmrr,sksvrmr,vsksrmr,ssvkrrm
1317,2638,2638,A33,3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N,3J88R45B2H5P4LNR59AUULIT1E5XPK,1581515299,PostNomPrePos,none,blah,3,write,,"[[3,[[2,0]]],[3]]",False,False,,,,,,,tontin ray siso moy valtal ray tontin,tontin rae siso moy valtal rae tontin,False,branching,head initial,valtal kolkul siso tontin rae moy,tontin rae siso moy valtal rae tontin,trsmvrt,trsmvrt,1.0,N,E,vkst,trsmvrt,trsmvrt,trvmsrt,trvmsrt,trvmsrt,trvmsrt,trsmvrt,trsmvrt,tsvtrmr,tsvtrmr,tvstrmr,tvstrmr,rmrtvst,rmrtvst,rmrtsvt,rmrtsvt,rmrtsvt,rmrtsvt,rmrtvst,rmrtvst,tsvtrmr,tsvtrmr,tvstrmr,tvstrmr,rmrtvst,rmrtvst,rmrtsvt,rmrtsvt,tvstrmr,tvstrmr,tsvtrmr,tsvtrmr
1318,2639,2639,A33,3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N,3J88R45B2H5P4LNR59AUULIT1E5XPK,1581515325,PostNomPrePos,none,blah,3,write,,"[[[0,[1]],2],3]",False,False,,,,,,,valtal ray kolkul moy siso moy tontin,valtal rae kolkul moy siso moy tontin,False,branching,head initial,valtal kolkul siso tontin rae moy,valtal rae kolkul moy siso moy tontin,vrkmsmt,vrkmsmt,1.0,N,E,vkst,vrkmsmt,krvmsmt,tmsmvrk,tmsmkrv,tmsmkrv,tmsmvrk,krvmsmt,vrkmsmt,vkstmmr,kvstmmr,tsvkrmm,tskvrmm,rmmtskv,rmmtsvk,mmrkvst,mmrvkst,rmmvkst,rmmkvst,mmrtsvk,mmrtskv,vkstrmm,kvstrmm,tsvkmmr,tskvmmr,mmrtskv,mmrtsvk,rmmkvst,rmmvkst,tskvmmr,tsvkmmr,kvstrmm,vkstrmm
1319,2640,2640,A33,3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N,3J88R45B2H5P4LNR59AUULIT1E5XPK,1581515346,PostNomPrePos,none,blah,3,write,,"[0,[[[0,0],[1]]]]",False,False,,,,,,,valtal ray valtal moy valtal ray kolkul,valtal rae valtal moy valtal rae kolkul,False,branching,head initial,valtal kolkul siso tontin rae moy,valtal rae valtal moy valtal rae kolkul,vrvmvrk,vrvmvrk,1.0,N,E,vkst,vrvmvrk,krvmvrv,vrvmvrk,krvmvrv,krvmvrv,vrvmvrk,krvmvrv,vrvmvrk,vvvkrmr,kvvvrmr,vvvkrmr,kvvvrmr,rmrkvvv,rmrvvvk,rmrkvvv,rmrvvvk,rmrvvvk,rmrkvvv,rmrvvvk,rmrkvvv,vvvkrmr,kvvvrmr,vvvkrmr,kvvvrmr,rmrkvvv,rmrvvvk,rmrkvvv,rmrvvvk,kvvvrmr,vvvkrmr,kvvvrmr,vvvkrmr
1320,2681,2681,A34,3KWGG5KP6J9TT0HQWVHDBK71ANWCMK,3ZR9AIQJUCGVI2VX4DTZI9KN01J04C,1581374176,CEPre,none,blah,0,write,,0,True,False,,,,,,,tiltil,titil,True,center-embedding,head final,titil vuntun silvil kaku rae moy,titil,t,t,1.0,E,N,tvsk,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t
1321,2682,2682,A34,3KWGG5KP6J9TT0HQWVHDBK71ANWCMK,3ZR9AIQJUCGVI2VX4DTZI9KN01J04C,1581374180,CEPre,none,blah,0,write,,1,True,False,,,,,,,vantun,vuntun,True,center-embedding,head final,titil vuntun silvil kaku rae moy,vuntun,v,v,1.0,E,N,tvsk,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v
1322,2683,2683,A34,3KWGG5KP6J9TT0HQWVHDBK71ANWCMK,3ZR9AIQJUCGVI2VX4DTZI9KN01J04C,1581374184,CEPre,none,blah,0,write,,2,True,False,,,,,,,silvil,silvil,True,center-embedding,head final,titil vuntun silvil kaku rae moy,silvil,s,s,1.0,E,N,tvsk,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
1323,2684,2684,A34,3KWGG5KP6J9TT0HQWVHDBK71ANWCMK,3ZR9AIQJUCGVI2VX4DTZI9KN01J04C,1581374190,CEPre,none,blah,0,write,,3,True,False,,,,,,,kaku,kaku,True,center-embedding,head final,titil vuntun silvil kaku rae moy,kaku,k,k,1.0,E,N,tvsk,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k
1324,2685,2685,A34,3KWGG5KP6J9TT0HQWVHDBK71ANWCMK,3ZR9AIQJUCGVI2VX4DTZI9KN01J04C,1581374202,CEPre,none,blah,1,write,,"[1,3]",False,False,,,,,,,vantun kaku,moy kaku vuntun,False,center-embedding,head final,titil vuntun silvil kaku rae moy,vuntun kaku,mkv,vk,0.33333333333333304,E,N,tvsk,vmk,vmk,kmv,kmv,kmv,kmv,vmk,vmk,vkm,vkm,kvm,kvm,mkv,mkv,mvk,mvk,mvk,mvk,mkv,mkv,vkm,vkm,kvm,kvm,mkv,mkv,mvk,mvk,kvm,kvm,vkm,vkm
1325,2686,2686,A34,3KWGG5KP6J9TT0HQWVHDBK71ANWCMK,3ZR9AIQJUCGVI2VX4DTZI9KN01J04C,1581374213,CEPre,none,blah,1,write,,"[2,3]",True,False,,,,,,,silvil kaku,moy kaku silvil,True,center-embedding,head final,titil vuntun silvil kaku rae moy,silvil kaku,mks,sk,0.33333333333333304,E,N,tvsk,smk,smk,kms,kms,kms,kms,smk,smk,skm,skm,ksm,ksm,mks,mks,msk,msk,msk,msk,mks,mks,skm,skm,ksm,ksm,mks,mks,msk,msk,ksm,ksm,skm,skm
1326,2687,2687,A34,3KWGG5KP6J9TT0HQWVHDBK71ANWCMK,3ZR9AIQJUCGVI2VX4DTZI9KN01J04C,1581374226,CEPre,none,blah,1,write,,"[3,0]",True,False,,,,,,,kaku tiltil,moy titil kaku,True,center-embedding,head final,titil vuntun silvil kaku rae moy,kaku titil,mtk,kt,0.33333333333333304,E,N,tvsk,kmt,kmt,tmk,tmk,tmk,tmk,kmt,kmt,ktm,ktm,tkm,tkm,mtk,mtk,mkt,mkt,mkt,mkt,mtk,mtk,ktm,ktm,tkm,tkm,mtk,mtk,mkt,mkt,tkm,tkm,ktm,ktm
1327,2688,2688,A34,3KWGG5KP6J9TT0HQWVHDBK71ANWCMK,3ZR9AIQJUCGVI2VX4DTZI9KN01J04C,1581374231,CEPre,none,blah,1,write,,"[0,0]",True,False,,,,,,,tiltil tiltil,moy titil titil,True,center-embedding,head final,titil vuntun silvil kaku rae moy,titil titil,mtt,tt,0.666666666666667,E,N,tvsk,tmt,tmt,tmt,tmt,tmt,tmt,tmt,tmt,ttm,ttm,ttm,ttm,mtt,mtt,mtt,mtt,mtt,mtt,mtt,mtt,ttm,ttm,ttm,ttm,mtt,mtt,mtt,mtt,ttm,ttm,ttm,ttm
1328,2689,2689,A34,3KWGG5KP6J9TT0HQWVHDBK71ANWCMK,3ZR9AIQJUCGVI2VX4DTZI9KN01J04C,1581374241,CEPre,none,blah,1,write,,"[0,[1]]",False,False,,,,,,,tiltil vantun,rae vuntun titil,False,center-embedding,head final,titil vuntun silvil kaku rae moy,titil vuntun,rvt,tv,0.33333333333333304,E,N,tvsk,trv,vrt,trv,vrt,vrt,trv,vrt,trv,tvr,vtr,tvr,vtr,rvt,rtv,rvt,rtv,rtv,rvt,rtv,rvt,tvr,vtr,tvr,vtr,rvt,rtv,rvt,rtv,vtr,tvr,vtr,tvr
1329,2690,2690,A34,3KWGG5KP6J9TT0HQWVHDBK71ANWCMK,3ZR9AIQJUCGVI2VX4DTZI9KN01J04C,1581374252,CEPre,none,blah,1,write,,"[1,[2]]",True,False,,,,,,,vuntun silvil,rae silvil vuntun,True,center-embedding,head final,titil vuntun silvil kaku rae moy,vuntun silvil,rsv,vs,0.33333333333333304,E,N,tvsk,vrs,srv,vrs,srv,srv,vrs,srv,vrs,vsr,svr,vsr,svr,rsv,rvs,rsv,rvs,rvs,rsv,rvs,rsv,vsr,svr,vsr,svr,rsv,rvs,rsv,rvs,svr,vsr,svr,vsr
1330,2691,2691,A34,3KWGG5KP6J9TT0HQWVHDBK71ANWCMK,3ZR9AIQJUCGVI2VX4DTZI9KN01J04C,1581374260,CEPre,none,blah,1,write,,"[2,1]",True,False,,,,,,,silvil vantun,moy vuntun silvil,True,center-embedding,head final,titil vuntun silvil kaku rae moy,silvil vuntun,mvs,sv,0.33333333333333304,E,N,tvsk,smv,smv,vms,vms,vms,vms,smv,smv,svm,svm,vsm,vsm,mvs,mvs,msv,msv,msv,msv,mvs,mvs,svm,svm,vsm,vsm,mvs,mvs,msv,msv,vsm,vsm,svm,svm
1331,2692,2692,A34,3KWGG5KP6J9TT0HQWVHDBK71ANWCMK,3ZR9AIQJUCGVI2VX4DTZI9KN01J04C,1581374270,CEPre,none,blah,1,write,,"[2,[1]]",True,False,,,,,,,vantun silvil,rae vuntun silvil,True,center-embedding,head final,titil vuntun silvil kaku rae moy,vuntun silvil,rvs,vs,0.666666666666667,E,N,tvsk,srv,vrs,srv,vrs,vrs,srv,vrs,srv,svr,vsr,svr,vsr,rvs,rsv,rvs,rsv,rsv,rvs,rsv,rvs,svr,vsr,svr,vsr,rvs,rsv,rvs,rsv,vsr,svr,vsr,svr
1332,2693,2693,A34,3KWGG5KP6J9TT0HQWVHDBK71ANWCMK,3ZR9AIQJUCGVI2VX4DTZI9KN01J04C,1581374277,CEPre,none,blah,1,write,,"[3,1]",False,False,,,,,,,kaku vantun,moy vuntun kaku,False,center-embedding,head final,titil vuntun silvil kaku rae moy,kaku vuntun,mvk,kv,0.33333333333333304,E,N,tvsk,kmv,kmv,vmk,vmk,vmk,vmk,kmv,kmv,kvm,kvm,vkm,vkm,mvk,mvk,mkv,mkv,mkv,mkv,mvk,mvk,kvm,kvm,vkm,vkm,mvk,mvk,mkv,mkv,vkm,vkm,kvm,kvm
1333,2694,2694,A34,3KWGG5KP6J9TT0HQWVHDBK71ANWCMK,3ZR9AIQJUCGVI2VX4DTZI9KN01J04C,1581374286,CEPre,none,blah,1,write,,"[1,0]",True,False,,,,,,,vantun tiltil,moy titil vuntun,True,center-embedding,head final,titil vuntun silvil kaku rae moy,vuntun titil,mtv,vt,0.33333333333333304,E,N,tvsk,vmt,vmt,tmv,tmv,tmv,tmv,vmt,vmt,vtm,vtm,tvm,tvm,mtv,mtv,mvt,mvt,mvt,mvt,mtv,mtv,vtm,vtm,tvm,tvm,mtv,mtv,mvt,mvt,tvm,tvm,vtm,vtm
1334,2695,2695,A34,3KWGG5KP6J9TT0HQWVHDBK71ANWCMK,3ZR9AIQJUCGVI2VX4DTZI9KN01J04C,1581374296,CEPre,none,blah,1,write,,"[3,[2]]",True,False,,,,,,,kaku silvil,rae silvil kaku,True,center-embedding,head final,titil vuntun silvil kaku rae moy,kaku silvil,rsk,ks,0.33333333333333304,E,N,tvsk,krs,srk,krs,srk,srk,krs,srk,krs,ksr,skr,ksr,skr,rsk,rks,rsk,rks,rks,rsk,rks,rsk,ksr,skr,ksr,skr,rsk,rks,rsk,rks,skr,ksr,skr,ksr
1335,2696,2696,A34,3KWGG5KP6J9TT0HQWVHDBK71ANWCMK,3ZR9AIQJUCGVI2VX4DTZI9KN01J04C,1581374305,CEPre,none,blah,1,write,,"[1,[1]]",False,False,,,,,,,vantun vantun,rae vuntun vuntun,False,center-embedding,head final,titil vuntun silvil kaku rae moy,vuntun vuntun,rvv,vv,0.666666666666667,E,N,tvsk,vrv,vrv,vrv,vrv,vrv,vrv,vrv,vrv,vvr,vvr,vvr,vvr,rvv,rvv,rvv,rvv,rvv,rvv,rvv,rvv,vvr,vvr,vvr,vvr,rvv,rvv,rvv,rvv,vvr,vvr,vvr,vvr
1336,2697,2697,A34,3KWGG5KP6J9TT0HQWVHDBK71ANWCMK,3ZR9AIQJUCGVI2VX4DTZI9KN01J04C,1581374331,CEPre,none,blah,2,write,,"[[3,[3]],0]",True,False,,,,,,,moy rae tiltil kaku kaku,rae moy titil kaku kaku,True,center-embedding,head final,titil vuntun silvil kaku rae moy,moy rae titil kaku kaku,rmtkk,mrtkk,0.8,E,N,tvsk,krkmt,krkmt,tmkrk,tmkrk,tmkrk,tmkrk,krkmt,krkmt,kktmr,kktmr,tkkrm,tkkrm,rmtkk,rmtkk,mrkkt,mrkkt,rmkkt,rmkkt,mrtkk,mrtkk,kktrm,kktrm,tkkmr,tkkmr,mrtkk,mrtkk,rmkkt,rmkkt,tkkmr,tkkmr,kktrm,kktrm
1337,2698,2698,A34,3KWGG5KP6J9TT0HQWVHDBK71ANWCMK,3ZR9AIQJUCGVI2VX4DTZI9KN01J04C,1581374349,CEPre,none,blah,2,write,,"[0,[1,[3]]]",True,False,,,,,,,may rae tiltil vantun kaku,moy rae kaku vuntun titil,True,center-embedding,head final,titil vuntun silvil kaku rae moy,moy rae titil vuntun kaku,mrkvt,mrtvk,0.6,E,N,tvsk,tmvrk,tmkrv,vrkmt,krvmt,krvmt,vrkmt,tmkrv,tmvrk,tvkrm,tkvrm,vktmr,kvtmr,mrkvt,mrvkt,rmtkv,rmtvk,mrtvk,mrtkv,rmvkt,rmkvt,tvkmr,tkvmr,vktrm,kvtrm,rmkvt,rmvkt,mrtkv,mrtvk,kvtrm,vktrm,tkvmr,tvkmr
1338,2699,2699,A34,3KWGG5KP6J9TT0HQWVHDBK71ANWCMK,3ZR9AIQJUCGVI2VX4DTZI9KN01J04C,1581374365,CEPre,none,blah,2,write,,"[0,[2,3]]",True,False,,,,,,,rae rae tiltil silvil kaku,moy moy kaku silvil titil,True,center-embedding,head final,titil vuntun silvil kaku rae moy,rae rae titil silvil kaku,mmkst,rrtsk,0.2,E,N,tvsk,tmsmk,tmsmk,kmsmt,kmsmt,kmsmt,kmsmt,tmsmk,tmsmk,tskmm,tskmm,kstmm,kstmm,mmkst,mmkst,mmtsk,mmtsk,mmtsk,mmtsk,mmkst,mmkst,tskmm,tskmm,kstmm,kstmm,mmkst,mmkst,mmtsk,mmtsk,kstmm,kstmm,tskmm,tskmm
1339,2700,2700,A34,3KWGG5KP6J9TT0HQWVHDBK71ANWCMK,3ZR9AIQJUCGVI2VX4DTZI9KN01J04C,1581374397,CEPre,none,blah,2,write,,"[[1,2],[0]]",True,False,,,,,,,moy moy vantun silvil tiltil,moy rae titil silvil vuntun,True,center-embedding,head final,titil vuntun silvil kaku rae moy,moy moy vuntun silvil titil,mrtsv,mmvst,0.4,E,N,tvsk,vmsrt,trvms,smvrt,trsmv,trsmv,smvrt,trvms,vmsrt,vstrm,tvsmr,svtrm,tsvmr,mrtsv,rmsvt,mrtvs,rmvst,mrvst,rmtvs,mrsvt,rmtsv,vstmr,tvsrm,svtmr,tsvrm,rmtsv,mrsvt,rmtvs,mrvst,tsvrm,svtmr,tvsrm,vstmr
1340,2701,2701,A34,3KWGG5KP6J9TT0HQWVHDBK71ANWCMK,3ZR9AIQJUCGVI2VX4DTZI9KN01J04C,1581374410,CEPre,none,blah,2,write,,"[0,[[1,2]]]",False,False,,,,,,,moy moy tiltil vantun silvil,rae moy silvil vuntun titil,False,center-embedding,head final,titil vuntun silvil kaku rae moy,moy moy titil vuntun silvil,rmsvt,mmtvs,0.4,E,N,tvsk,trvms,vmsrt,trsmv,smvrt,smvrt,trsmv,vmsrt,trvms,tvsmr,vstrm,tsvmr,svtrm,rmsvt,mrtsv,rmvst,mrtvs,rmtvs,mrvst,rmtsv,mrsvt,tvsrm,vstmr,tsvrm,svtmr,mrsvt,rmtsv,mrvst,rmtvs,svtmr,tsvrm,vstmr,tvsrm
1341,2702,2702,A34,3KWGG5KP6J9TT0HQWVHDBK71ANWCMK,3ZR9AIQJUCGVI2VX4DTZI9KN01J04C,1581374434,CEPre,none,blah,2,write,,"[[1,[2]],2]",False,False,,,,,,,moy rae vantun silvil silvil,rae moy silvil silvil vuntun,False,center-embedding,head final,titil vuntun silvil kaku rae moy,moy rae vuntun silvil silvil,rmssv,mrvss,0.4,E,N,tvsk,vrsms,srvms,smvrs,smsrv,smsrv,smvrs,srvms,vrsms,vssmr,svsmr,svsrm,ssvrm,rmssv,rmsvs,mrsvs,mrvss,rmvss,rmsvs,mrsvs,mrssv,vssrm,svsrm,svsmr,ssvmr,mrssv,mrsvs,rmsvs,rmvss,ssvmr,svsmr,svsrm,vssrm
1342,2703,2703,A34,3KWGG5KP6J9TT0HQWVHDBK71ANWCMK,3ZR9AIQJUCGVI2VX4DTZI9KN01J04C,1581374458,CEPre,none,blah,2,write,,"[[3,2],[1]]",True,False,,,,,,,moy moy kaku silvil vantun,moy rae vuntun silvil kaku,True,center-embedding,head final,titil vuntun silvil kaku rae moy,moy moy kaku silvil vuntun,mrvsk,mmksv,0.4,E,N,tvsk,kmsrv,vrkms,smkrv,vrsmk,vrsmk,smkrv,vrkms,kmsrv,ksvrm,vksmr,skvrm,vskmr,mrvsk,rmskv,mrvks,rmksv,mrksv,rmvks,mrskv,rmvsk,ksvmr,vksrm,skvmr,vskrm,rmvsk,mrskv,rmvks,mrksv,vskrm,skvmr,vksrm,ksvmr
1343,2704,2704,A34,3KWGG5KP6J9TT0HQWVHDBK71ANWCMK,3ZR9AIQJUCGVI2VX4DTZI9KN01J04C,1581374475,CEPre,none,blah,2,write,,"[[0,[2]],3]",False,True,,,,,,,moy rae tiltil silvil kaku,rae moy kaku silvil titil,False,center-embedding,head final,titil vuntun silvil kaku rae moy,moy rae titil silvil kaku,rmkst,mrtsk,0.4,E,N,tvsk,trsmk,srtmk,kmtrs,kmsrt,kmsrt,kmtrs,srtmk,trsmk,tskmr,stkmr,ktsrm,kstrm,rmkst,rmkts,mrstk,mrtsk,rmtsk,rmstk,mrkts,mrkst,tskrm,stkrm,ktsmr,kstmr,mrkst,mrkts,rmstk,rmtsk,kstmr,ktsmr,stkrm,tskrm
